pdb,glycam name,glycan,phi site,psi site,phi,psi,B factor(Avg),BFMP ring shape
1zhn.pdb,DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(6_D_)-[MAN(5_D_)-[MAN(4_D_)]-MAN(3_D_)-NAG(2_D_)]-NAG(1_D_)-ASN(165_A_),D FUC 6 C2 C1 NAG 1 O6 C6,D FUC 6 C1 NAG 1 O6 C6 C5,159.881,109.497,"(['FUC(6_D_)', 'NAG(1_D_)'], [49.6, 34.43])","(['6.D', '1.D'], ['1C4', '4C1'])"
4gez.pdb,LFucpa1-6DGlcpNAcb1-ASN,FUC(2_O_)-NAG(1_O_)-ASN(260_E_),O FUC 2 C2 C1 NAG 1 O6 C6,O FUC 2 C1 NAG 1 O6 C6 C5,165.199,173.832,"(['FUC(2_O_)', 'NAG(1_O_)'], [57.89, 49.77])","(['2.O', '1.O'], ['1C4', '-'])"
4gez.pdb,LFucpa1-6DGlcpNAcb1-ASN,FUC(2_Q_)-NAG(1_Q_)-ASN(260_I_),Q FUC 2 C2 C1 NAG 1 O6 C6,Q FUC 2 C1 NAG 1 O6 C6 C5,149.389,194.999,"(['FUC(2_Q_)', 'NAG(1_Q_)'], [81.17, 54.84])","(['2.Q', '1.Q'], ['1C4', '-'])"
4gez.pdb,LFucpa1-6DGlcpNAcb1-ASN,FUC(2_M_)-NAG(1_M_)-ASN(260_A_),M FUC 2 C2 C1 NAG 1 O6 C6,M FUC 2 C1 NAG 1 O6 C6 C5,173.29,151.938,"(['FUC(2_M_)', 'NAG(1_M_)'], [46.32, 47.68])","(['2.M', '1.M'], ['1C4', '4C1'])"
4hzv.pdb,DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(3_C_)-[NAG(2_C_)]-NAG(1_C_)-ASN(307_A_),C FUC 3 C2 C1 NAG 1 O6 C6,C FUC 3 C1 NAG 1 O6 C6 C5,157.892,91.1792,"(['FUC(3_C_)', 'NAG(1_C_)'], [31.55, 30.39])","(['3.C', '1.C'], ['1C4', '4C1'])"
4hzv.pdb,DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(3_B_)-[NAG(2_B_)]-NAG(1_B_)-ASN(146_A_),B FUC 3 C2 C1 NAG 1 O6 C6,B FUC 3 C1 NAG 1 O6 C6 C5,164.785,203.055,"(['FUC(3_B_)', 'NAG(1_B_)'], [41.59, 33.08])","(['3.B', '1.B'], ['1C4', '4C1'])"
1gpz.pdb,DGlcpNAca1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(3_C_)-[NAG(2_C_)]-NAG(1_C_)-ASN(564_A_),C FUC 3 C2 C1 NAG 1 O6 C6,C FUC 3 C1 NAG 1 O6 C6 C5,171.662,173.694,"(['FUC(3_C_)', 'NAG(1_C_)'], [112.44, 109.41])","(['3.C', '1.C'], ['1C4', '4C1'])"
1gpz.pdb,DManpa1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(4_D_)-[MAN(3_D_)-NAG(2_D_)]-NAG(1_D_)-ASN(497_B_),D FUC 4 C2 C1 NAG 1 O6 C6,D FUC 4 C1 NAG 1 O6 C6 C5,189.287,174.303,"(['FUC(4_D_)', 'NAG(1_D_)'], [81.0, 76.22])","(['4.D', '1.D'], ['1C4', '4C1'])"
4mr8.pdb,DManpb1-3DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(5_C_)-[BMA(4_C_)-BMA(3_C_)-NAG(2_C_)]-NAG(1_C_)-ASN(323_A_),C FUC 5 C2 C1 NAG 1 O6 C6,C FUC 5 C1 NAG 1 O6 C6 C5,231.063,206.222,"(['FUC(5_C_)', 'NAG(1_C_)'], [90.6, 81.68])","(['5.C', '1.C'], ['1C4', '-'])"
4mr8.pdb,DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(3_D_)-[NAG(2_D_)]-NAG(1_D_)-ASN(404_B_),D FUC 3 C2 C1 NAG 1 O6 C6,D FUC 3 C1 NAG 1 O6 C6 C5,163.178,192.178,"(['FUC(3_D_)', 'NAG(1_D_)'], [78.19, 75.41])","(['3.D', '1.D'], ['1C4', '4C1'])"
7jik.pdb,DManpa1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(4_B_)-[MAN(3_B_)-NAG(2_B_)]-NAG(1_B_)-ASN(174_A_),B FUC 4 C2 C1 NAG 1 O6 C6,B FUC 4 C1 NAG 1 O6 C6 C5,80.4335,90.64,"(['FUC(4_B_)', 'NAG(1_B_)'], [125.84, 105.87])","(['4.B', '1.B'], ['3S1', '-'])"
7jik.pdb,DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(3_C_)-[NAG(2_C_)]-NAG(1_C_)-ASN(234_A_),C FUC 3 C2 C1 NAG 1 O6 C6,C FUC 3 C1 NAG 1 O6 C6 C5,179.245,138.594,"(['FUC(3_C_)', 'NAG(1_C_)'], [136.47, 119.43])","(['3.C', '1.C'], ['-', '4C1'])"
7a3r.pdb,LFucpa1-6DGlcpNAcb1-ASN,FUC(2_C_)-NAG(1_C_)-ASN(153_A_),C FUC 2 C2 C1 NAG 1 O6 C6,C FUC 2 C1 NAG 1 O6 C6 C5,232.012,227.745,"(['FUC(2_C_)', 'NAG(1_C_)'], [74.29, 65.63])","(['2.C', '1.C'], ['O3B', '4C1'])"
6gfe.pdb,DGlcpNAcb1-2DManpa1-6[DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(7_B_)-[NAG(5_B_)-MAN(4_B_)-[MAN(6_B_)]-BMA(3_B_)-NAG(2_B_)]-NAG(1_B_)-ASN(297_K_),B FUC 7 C2 C1 NAG 1 O6 C6,B FUC 7 C1 NAG 1 O6 C6 C5,153.333,175.724,"(['FUC(7_B_)', 'NAG(1_B_)'], [68.09, 38.31])","(['7.B', '1.B'], ['1C4', '4C1'])"
6gfe.pdb,DGlcpNAcb1-2DManpa1-6[DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(7_A_)-[NAG(5_A_)-MAN(4_A_)-[MAN(6_A_)]-BMA(3_A_)-NAG(2_A_)]-NAG(1_A_)-ASN(297_H_),A FUC 7 C2 C1 NAG 1 O6 C6,A FUC 7 C1 NAG 1 O6 C6 C5,154.503,176.216,"(['FUC(7_A_)', 'NAG(1_A_)'], [24.97, 33.3])","(['7.A', '1.A'], ['1C4', '4C1'])"
5fc5.pdb,DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(3_B_)-[NAG(2_B_)]-NAG(1_B_)-ASN(66_A_),B FUC 3 C2 C1 NAG 1 O6 C6,B FUC 3 C1 NAG 1 O6 C6 C5,168.082,182.984,"(['FUC(3_B_)', 'NAG(1_B_)'], [111.56, 73.06])","(['3.B', '1.B'], ['1C4', '4C1'])"
5fc5.pdb,DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(3_E_)-[NAG(2_E_)]-NAG(1_E_)-ASN(235_A_),E FUC 3 C2 C1 NAG 1 O6 C6,E FUC 3 C1 NAG 1 O6 C6 C5,164.816,168.171,"(['FUC(3_E_)', 'NAG(1_E_)'], [114.66, 96.08])","(['3.E', '1.E'], ['OS2', '4C1'])"
5hqn.pdb,DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(3_F_)-[NAG(2_F_)]-NAG(1_F_)-ASN(333_B_),F FUC 3 C2 C1 NAG 1 O6 C6,F FUC 3 C1 NAG 1 O6 C6 C5,146.409,249.608,"(['FUC(3_F_)', 'NAG(1_F_)'], [171.5, 104.33])","(['3.F', '1.F'], ['3S1', '4C1'])"
5hqn.pdb,DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(3_D_)-[NAG(2_D_)]-NAG(1_D_)-ASN(393_A_),D FUC 3 C2 C1 NAG 1 O6 C6,D FUC 3 C1 NAG 1 O6 C6 C5,71.6151,56.8344,"(['FUC(3_D_)', 'NAG(1_D_)'], [97.41, 69.1])","(['3.D', '1.D'], ['1C4', '4C1'])"
5hqn.pdb,DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(3_G_)-[NAG(2_G_)]-NAG(1_G_)-ASN(393_B_),G FUC 3 C2 C1 NAG 1 O6 C6,G FUC 3 C1 NAG 1 O6 C6 C5,66.9747,66.851,"(['FUC(3_G_)', 'NAG(1_G_)'], [80.46, 70.91])","(['3.G', '1.G'], ['-', '4C1'])"
4wi5.pdb,DGlcpNAcb1-2DManpa1-3[DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(8_D_)-[NAG(7_D_)-MAN(6_D_)-[NAG(5_D_)-MAN(4_D_)]-BMA(3_D_)-NAG(2_D_)]-NAG(1_D_)-ASN(297_B_),D FUC 8 C2 C1 NAG 1 O6 C6,D FUC 8 C1 NAG 1 O6 C6 C5,263.4995,129.772,"(['FUC(8_D_)', 'NAG(1_D_)'], [181.48, 212.12])","(['8.D', '1.D'], ['B14', '-'])"
4wi5.pdb,DGlcpNAcb1-2DManpa1-3[DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(8_C_)-[NAG(7_C_)-MAN(6_C_)-[NAG(5_C_)-MAN(4_C_)]-BMA(3_C_)-NAG(2_C_)]-NAG(1_C_)-ASN(297_A_),C FUC 8 C2 C1 NAG 1 O6 C6,C FUC 8 C1 NAG 1 O6 C6 C5,133.456,127.732,"(['FUC(8_C_)', 'NAG(1_C_)'], [197.29, 185.4])","(['8.C', '1.C'], ['1C4', '-'])"
7wyv.pdb,DManpa1-3DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(5_I_)-[MAN(4_I_)-BMA(3_I_)-NAG(2_I_)]-NAG(1_I_)-ASN(194_B_),I FUC 5 C2 C1 NAG 1 O6 C6,I FUC 5 C1 NAG 1 O6 C6 C5,163.754,187.676,"(['FUC(5_I_)', 'NAG(1_I_)'], [111.66, 109.2])","(['5.I', '1.I'], ['1C4', '4C1'])"
7wyv.pdb,DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(6_K_)-[MAN(5_K_)-[MAN(4_K_)]-BMA(3_K_)-NAG(2_K_)]-NAG(1_K_)-ASN(114_D_),K FUC 6 C2 C1 NAG 1 O6 C6,K FUC 6 C1 NAG 1 O6 C6 C5,144.596,192.724,"(['FUC(6_K_)', 'NAG(1_K_)'], [86.69, 79.6])","(['6.K', '1.K'], ['1C4', '4C1'])"
7wyv.pdb,DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(6_F_)-[MAN(5_F_)-[MAN(4_F_)]-BMA(3_F_)-NAG(2_F_)]-NAG(1_F_)-ASN(114_B_),F FUC 6 C2 C1 NAG 1 O6 C6,F FUC 6 C1 NAG 1 O6 C6 C5,144.591,192.696,"(['FUC(6_F_)', 'NAG(1_F_)'], [88.32, 80.51])","(['6.F', '1.F'], ['1C4', '4C1'])"
7wyv.pdb,DManpa1-3DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(5_M_)-[MAN(4_M_)-BMA(3_M_)-NAG(2_M_)]-NAG(1_M_)-ASN(194_D_),M FUC 5 C2 C1 NAG 1 O6 C6,M FUC 5 C1 NAG 1 O6 C6 C5,163.783,187.646,"(['FUC(5_M_)', 'NAG(1_M_)'], [111.33, 108.78])","(['5.M', '1.M'], ['1C4', '4C1'])"
4c55.pdb,DGalpb1-4DGlcpNAcb1-2DManpa1-6[NAG1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(9_C_)-[GAL(6_C_)-NAG(5_C_)-MAN(4_C_)-[NAG(8_C_)-MAN(7_C_)]-BMA(3_C_)-NAG(2_C_)]-NAG(1_C_)-ASN(297_A_),C FUC 9 C2 C1 NAG 1 O6 C6,C FUC 9 C1 NAG 1 O6 C6 C5,167.175,131.709,"(['FUC(9_C_)', 'NAG(1_C_)'], [50.96, 49.7])","(['9.C', '1.C'], ['1C4', '4C1'])"
8d4u.pdb,DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(3_E_)-[NAG(2_E_)]-NAG(1_E_)-ASN(172_A_),E FUC 3 C2 C1 NAG 1 O6 C6,E FUC 3 C1 NAG 1 O6 C6 C5,102.739,96.5882,"(['FUC(3_E_)', 'NAG(1_E_)'], [53.29, 58.79])","(['3.E', '1.E'], ['1C4', '4C1'])"
8d4u.pdb,DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(3_F_)-[NAG(2_F_)]-NAG(1_F_)-ASN(123_A_),F FUC 3 C2 C1 NAG 1 O6 C6,F FUC 3 C1 NAG 1 O6 C6 C5,174.007,200.242,"(['FUC(3_F_)', 'NAG(1_F_)'], [45.86, 35.12])","(['3.F', '1.F'], ['1C4', '4C1'])"
6vjm.pdb,DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(3_C_)-[NAG(2_C_)]-NAG(1_C_)-ASN(440_A_),C FUC 3 C2 C1 NAG 1 O6 C6,C FUC 3 C1 NAG 1 O6 C6 C5,162.258,170.913,"(['FUC(3_C_)', 'NAG(1_C_)'], [206.47, 203.57])","(['3.C', '1.C'], ['1C4', '4C1'])"
5e4t.pdb,LFucpa1-6DGlcpNAcb1-ASN,FUC(2_B_)-NAG(1_B_)-ASN(59_A_),B FUC 2 C2 C1 NAG 1 O6 C6,B FUC 2 C1 NAG 1 O6 C6 C5,42.1123,224.685,"(['FUC(2_B_)', 'NAG(1_B_)'], [79.21, 62.77])","(['2.B', '1.B'], ['1C4', '4C1'])"
5dzx.pdb,DManpa1-6DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(5_C_)-[MAN(4_C_)-BMA(3_C_)-NAG(2_C_)]-NAG(1_C_)-ASN(141_A_),C FUC 5 C2 C1 NAG 1 O6 C6,C FUC 5 C1 NAG 1 O6 C6 C5,123.361,208.199,"(['FUC(5_C_)', 'NAG(1_C_)'], [118.75, 109.89])","(['5.C', '1.C'], ['1C4', '4C1'])"
5dzx.pdb,DManpa1-6DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(5_D_)-[MAN(4_D_)-BMA(3_D_)-NAG(2_D_)]-NAG(1_D_)-ASN(389_A_),D FUC 5 C2 C1 NAG 1 O6 C6,D FUC 5 C1 NAG 1 O6 C6 C5,162.137,140.829,"(['FUC(5_D_)', 'NAG(1_D_)'], [94.78, 98.51])","(['5.D', '1.D'], ['1C4', '4C1'])"
5dzv.pdb,LFucpa1-6DGlcpNAcb1-ASN,FUC(2_D_)-NAG(1_D_)-ASN(228_A_),D FUC 2 C2 C1 NAG 1 O6 C6,D FUC 2 C1 NAG 1 O6 C6 C5,85.9419,169.592,"(['FUC(2_D_)', 'NAG(1_D_)'], [226.38, 182.03])","(['2.D', '1.D'], ['1C4', '4C1'])"
