pdb,glycam name,glycan,phi site,psi site,phi,psi,B factor(Avg),BFMP ring shape
4fnu.pdb,DGalpa1-6DGalpa1-6DGlcpa2-1DFrufb,GLA(1_G_)-GLA(2_G_)-GLC(3_G_)-FRU(4_G_),G GLA 2 C2 C1 GLC 3 O6 C6,G GLA 2 C1 GLC 3 O6 C6 C5,260.3777,116.701,"(['GLA(2_G_)', 'GLC(3_G_)'], [110.92, 139.19])","(['2.G', '3.G'], ['BO3', '-'])"
4fnu.pdb,DGalpa1-6DGalpa1-6DGlcpa2-1DFrufb,GLA(1_H_)-GLA(2_H_)-GLC(3_H_)-FRU(4_H_),H GLA 2 C2 C1 GLC 3 O6 C6,H GLA 2 C1 GLC 3 O6 C6 C5,256.53700000000003,105.491,"(['GLA(2_H_)', 'GLC(3_H_)'], [103.4, 129.06])","(['2.H', '3.H'], ['1S3', '-'])"
4fnu.pdb,DGalpa1-6DGalpa1-6DGlcpa2-1DFrufb,GLA(1_F_)-GLA(2_F_)-GLC(3_F_)-FRU(4_F_),F GLA 2 C2 C1 GLC 3 O6 C6,F GLA 2 C1 GLC 3 O6 C6 C5,241.929,148.197,"(['GLA(2_F_)', 'GLC(3_F_)'], [113.07, 130.73])","(['2.F', '3.F'], ['1S3', '4C1'])"
4fnu.pdb,DGalpa1-6DGalpa1-6DGlcpa2-1DFrufb,GLA(1_E_)-GLA(2_E_)-GLC(3_E_)-FRU(4_E_),E GLA 2 C2 C1 GLC 3 O6 C6,E GLA 2 C1 GLC 3 O6 C6 C5,246.513,148.535,"(['GLA(2_E_)', 'GLC(3_E_)'], [115.96, 141.08])","(['2.E', '3.E'], ['1C4', '4C1'])"
6t1d.pdb,DGalpa1-6DGlcpa1-ROH,GLA(2_R_)-GLC(1_R_),R GLA 2 C2 C1 GLC 1 O6 C6,R GLA 2 C1 GLC 1 O6 C6 C5,179.992,162.626,"(['GLA(2_R_)', 'GLC(1_R_)'], [57.71, 84.21])","(['2.R', '1.R'], ['4C1', '4C1'])"
6t1d.pdb,DGalpa1-6DGlcpa1-ROH,GLA(2_J_)-GLC(1_J_),J GLA 2 C2 C1 GLC 1 O6 C6,J GLA 2 C1 GLC 1 O6 C6 C5,256.743,151.07,"(['GLA(2_J_)', 'GLC(1_J_)'], [31.67, 50.49])","(['2.J', '1.J'], ['4C1', '4C1'])"
6t1d.pdb,DGalpa1-6DGlcpa1-ROH,GLA(2_N_)-GLC(1_N_),N GLA 2 C2 C1 GLC 1 O6 C6,N GLA 2 C1 GLC 1 O6 C6 C5,165.944,173.22,"(['GLA(2_N_)', 'GLC(1_N_)'], [41.58, 74.98])","(['2.N', '1.N'], ['4C1', '4C1'])"
6t1d.pdb,DGalpa1-6DGlcpa1-ROH,GLA(2_L_)-GLC(1_L_),L GLA 2 C2 C1 GLC 1 O6 C6,L GLA 2 C1 GLC 1 O6 C6 C5,180.086,169.917,"(['GLA(2_L_)', 'GLC(1_L_)'], [55.6, 68.92])","(['2.L', '1.L'], ['4C1', '4C1'])"
6t1d.pdb,DGalpa1-6DGlcpa1-ROH,GLA(2_H_)-GLC(1_H_),H GLA 2 C2 C1 GLC 1 O6 C6,H GLA 2 C1 GLC 1 O6 C6 C5,172.464,165.723,"(['GLA(2_H_)', 'GLC(1_H_)'], [30.09, 67.82])","(['2.H', '1.H'], ['4C1', '4C1'])"
6t1d.pdb,DGalpa1-6DGlcpa1-ROH,GLA(2_P_)-GLC(1_P_),P GLA 2 C2 C1 GLC 1 O6 C6,P GLA 2 C1 GLC 1 O6 C6 C5,171.992,177.987,"(['GLA(2_P_)', 'GLC(1_P_)'], [51.88, 58.47])","(['2.P', '1.P'], ['4C1', '4C1'])"
6pre.pdb,DGalpa1-6DGalpa1-6DGalpa1-6DGlcpa2-1DFrufb,GLA(4_H_)-GLA(3_H_)-GLA(2_H_)-GLC(1_H_)-FRU(5_H_),H GLA 2 C2 C1 GLC 1 O6 C6,H GLA 2 C1 GLC 1 O6 C6 C5,192.446,164.766,"(['GLA(2_H_)', 'GLC(1_H_)'], [39.49, 45.39])","(['2.H', '1.H'], ['4C1', '4C1'])"
6pre.pdb,DGalpa1-6DGalpa1-6DGalpa1-6DGlcpa2-1DFrufb,GLA(4_E_)-GLA(3_E_)-GLA(2_E_)-GLC(1_E_)-FRU(5_E_),E GLA 2 C2 C1 GLC 1 O6 C6,E GLA 2 C1 GLC 1 O6 C6 C5,192.966,164.38,"(['GLA(2_E_)', 'GLC(1_E_)'], [31.69, 35.73])","(['2.E', '1.E'], ['4C1', '4C1'])"
6pre.pdb,DGalpa1-6DGalpa1-6DGalpa1-6DGlcpa2-1DFrufb,GLA(4_G_)-GLA(3_G_)-GLA(2_G_)-GLC(1_G_)-FRU(5_G_),G GLA 2 C2 C1 GLC 1 O6 C6,G GLA 2 C1 GLC 1 O6 C6 C5,195.498,159.767,"(['GLA(2_G_)', 'GLC(1_G_)'], [32.29, 38.11])","(['2.G', '1.G'], ['4C1', '4C1'])"
6pre.pdb,DGalpa1-6DGalpa1-6DGalpa1-6DGlcpa2-1DFrufb,GLA(4_F_)-GLA(3_F_)-GLA(2_F_)-GLC(1_F_)-FRU(5_F_),F GLA 2 C2 C1 GLC 1 O6 C6,F GLA 2 C1 GLC 1 O6 C6 C5,190.752,161.714,"(['GLA(2_F_)', 'GLC(1_F_)'], [34.09, 40.95])","(['2.F', '1.F'], ['4C1', '4C1'])"
5ofx.pdb,DGalpa1-6DGlcpa2-1DFrufb,GLA(3_L_)-GLC(2_L_)-FRU(1_L_),L GLA 3 C2 C1 GLC 2 O6 C6,L GLA 3 C1 GLC 2 O6 C6 C5,177.835,103.126,"(['GLA(3_L_)', 'GLC(2_L_)'], [18.18, 49.47])","(['3.L', '2.L'], ['4C1', '4C1'])"
5ofx.pdb,DGalpa1-6DGlcpa2-1DFrufb,GLA(3_N_)-GLC(2_N_)-FRU(1_N_),N GLA 3 C2 C1 GLC 2 O6 C6,N GLA 3 C1 GLC 2 O6 C6 C5,181.1,103.314,"(['GLA(3_N_)', 'GLC(2_N_)'], [13.38, 15.62])","(['3.N', '2.N'], ['4C1', '4C1'])"
5ofx.pdb,DGalpa1-6DGlcpa2-1DFrufb,GLA(3_J_)-GLC(2_J_)-FRU(1_J_),J GLA 3 C2 C1 GLC 2 O6 C6,J GLA 3 C1 GLC 2 O6 C6 C5,179.496,99.441,"(['GLA(3_J_)', 'GLC(2_J_)'], [9.92, 13.71])","(['3.J', '2.J'], ['4C1', '4C1'])"
5ofx.pdb,DGalpa1-6DGlcpa2-1DFrufb,GLA(3_M_)-GLC(2_M_)-FRU(1_M_),M GLA 3 C2 C1 GLC 2 O6 C6,M GLA 3 C1 GLC 2 O6 C6 C5,176.855,101.039,"(['GLA(3_M_)', 'GLC(2_M_)'], [13.32, 12.88])","(['3.M', '2.M'], ['4C1', '4C1'])"
5ofx.pdb,DGalpa1-6DGlcpa2-1DFrufb,GLA(3_K_)-GLC(2_K_)-FRU(1_K_),K GLA 3 C2 C1 GLC 2 O6 C6,K GLA 3 C1 GLC 2 O6 C6 C5,183.462,100.061,"(['GLA(3_K_)', 'GLC(2_K_)'], [18.36, 23.51])","(['3.K', '2.K'], ['4C1', '4C1'])"
5ofx.pdb,DGalpa1-6DGlcpa2-1DFrufb,GLA(3_O_)-GLC(2_O_)-FRU(1_O_),O GLA 3 C2 C1 GLC 2 O6 C6,O GLA 3 C1 GLC 2 O6 C6 C5,180.664,106.862,"(['GLA(3_O_)', 'GLC(2_O_)'], [35.39, 36.28])","(['3.O', '2.O'], ['4C1', '4C1'])"
5ofx.pdb,DGalpa1-6DGlcpa2-1DFrufb,GLA(3_I_)-GLC(2_I_)-FRU(1_I_),I GLA 3 C2 C1 GLC 2 O6 C6,I GLA 3 C1 GLC 2 O6 C6 C5,183.073,101.941,"(['GLA(3_I_)', 'GLC(2_I_)'], [10.59, 12.52])","(['3.I', '2.I'], ['4C1', '4C1'])"
1qkc.pdb,"DGlcpa1-2DGlcpa1-3[DGalpa1-6]DGlcpa1-3[GMH1-7]GMH1-3GMH1-5[DKdopa2-4]DKdopa2-6DAltp[2<R1>,3<R2>,4P]b1-6DGlcp[2<R3>,3<R4>]a1-O7P2",GMH(10_B_)-[GLA(9_B_)-[GLC(8_B_)-GLC(7_B_)]-GLC(6_B_)]-GMH(5_B_)-GMH(4_B_)-[KDO(11_B_)]-KDO(3_B_)-GCN(2_B_)-PA1(1_B_),B GLA 9 C2 C1 GLC 6 O6 C6,B GLA 9 C1 GLC 6 O6 C6 C5,163.439,207.231,"(['GLA(9_B_)', 'GLC(6_B_)'], [112.16, 103.15])","(['9.B', '6.B'], ['4C1', '4C1'])"
3alu.pdb,DGalpa1-6DGlcpa2-1DFrufb,GLA(3_G_)-GLC(2_G_)-FRU(1_G_),G GLA 3 C2 C1 GLC 2 O6 C6,G GLA 3 C1 GLC 2 O6 C6 C5,180.122,163.611,"(['GLA(3_G_)', 'GLC(2_G_)'], [14.22, 19.99])","(['3.G', '2.G'], ['4C1', '4C1'])"
3alu.pdb,DGalpa1-6DGlcpa2-1DFrufb,GLA(3_E_)-GLC(2_E_)-FRU(1_E_),E GLA 3 C2 C1 GLC 2 O6 C6,E GLA 3 C1 GLC 2 O6 C6 C5,192.485,172.761,"(['GLA(3_E_)', 'GLC(2_E_)'], [23.44, 40.88])","(['3.E', '2.E'], ['4C1', '4C1'])"
3alu.pdb,DGalpa1-6DGlcpa2-1DFrufb,GLA(3_H_)-GLC(2_H_)-FRU(1_H_),H GLA 3 C2 C1 GLC 2 O6 C6,H GLA 3 C1 GLC 2 O6 C6 C5,184.317,142.975,"(['GLA(3_H_)', 'GLC(2_H_)'], [18.01, 28.93])","(['3.H', '2.H'], ['4C1', '4C1'])"
3alu.pdb,DGalpa1-6DGlcpa2-1DFrufb,GLA(3_F_)-GLC(2_F_)-FRU(1_F_),F GLA 3 C2 C1 GLC 2 O6 C6,F GLA 3 C1 GLC 2 O6 C6 C5,185.409,156.022,"(['GLA(3_F_)', 'GLC(2_F_)'], [13.48, 18.08])","(['3.F', '2.F'], ['4C1', '4C1'])"
1w2t.pdb,DGalpa1-6DGlcpa2-1DFrufb,GLA(3_J_)-GLC(1_J_)-FRU(2_J_),J GLA 3 C2 C1 GLC 1 O6 C6,J GLA 3 C1 GLC 1 O6 C6 C5,168.014,189.862,"(['GLA(3_J_)', 'GLC(1_J_)'], [31.28, 21.75])","(['3.J', '1.J'], ['4C1', '4C1'])"
1w2t.pdb,DGalpa1-6DGlcpa2-1DFrufb,GLA(3_G_)-GLC(1_G_)-FRU(2_G_),G GLA 3 C2 C1 GLC 1 O6 C6,G GLA 3 C1 GLC 1 O6 C6 C5,174.138,191.36,"(['GLA(3_G_)', 'GLC(1_G_)'], [30.53, 24.51])","(['3.G', '1.G'], ['4C1', '4C1'])"
1w2t.pdb,DGalpa1-6DGlcpa2-1DFrufb,GLA(3_I_)-GLC(1_I_)-FRU(2_I_),I GLA 3 C2 C1 GLC 1 O6 C6,I GLA 3 C1 GLC 1 O6 C6 C5,157.677,213.851,"(['GLA(3_I_)', 'GLC(1_I_)'], [44.5, 35.1])","(['3.I', '1.I'], ['4C1', '4C1'])"
1w2t.pdb,DGalpa1-6DGlcpa2-1DFrufb,GLA(3_K_)-GLC(1_K_)-FRU(2_K_),K GLA 3 C2 C1 GLC 1 O6 C6,K GLA 3 C1 GLC 1 O6 C6 C5,174.748,192.677,"(['GLA(3_K_)', 'GLC(1_K_)'], [36.62, 28.59])","(['3.K', '1.K'], ['4C1', '4C1'])"
1w2t.pdb,DGalpa1-6DGlcpa2-1DFrufb,GLA(3_H_)-GLC(1_H_)-FRU(2_H_),H GLA 3 C2 C1 GLC 1 O6 C6,H GLA 3 C1 GLC 1 O6 C6 C5,158.572,208.331,"(['GLA(3_H_)', 'GLC(1_H_)'], [42.27, 33.75])","(['3.H', '1.H'], ['4C1', '4C1'])"
1w2t.pdb,DGalpa1-6DGlcpa2-1DFrufb,GLA(3_L_)-GLC(1_L_)-FRU(2_L_),L GLA 3 C2 C1 GLC 1 O6 C6,L GLA 3 C1 GLC 1 O6 C6 C5,175.499,186.375,"(['GLA(3_L_)', 'GLC(1_L_)'], [35.56, 24.61])","(['3.L', '1.L'], ['4C1', '4C1'])"
3byn.pdb,DGalpa1-6DGlcpa2-1DFrufb,GLA(3_B_)-GLC(2_B_)-FRU(1_B_),B GLA 3 C2 C1 GLC 2 O6 C6,B GLA 3 C1 GLC 2 O6 C6 C5,183.087,183.653,"(['GLA(3_B_)', 'GLC(2_B_)'], [16.88, 13.26])","(['3.B', '2.B'], ['4C1', '4C1'])"
1fi1.pdb,"DGlcpa1-2DGlcpa1-3[DGalpa1-6]DGlcpa1-3[GMH1-7]GMH1-3GMH1-5[DKdopa2-4]DKdopa2-6DGlcp[2<R1>,3<R2>,4P]b1-6DGlcp[2<R3>,3<R4>]a1-O7P2",GMH(10_B_)-[GLA(9_B_)-[GLC(8_B_)-GLC(7_B_)]-GLC(6_B_)]-GMH(5_B_)-GMH(4_B_)-[KDO(11_B_)]-KDO(3_B_)-GCN(2_B_)-PA1(1_B_),B GLA 9 C2 C1 GLC 6 O6 C6,B GLA 9 C1 GLC 6 O6 C6 C5,177.78,176.264,"(['GLA(9_B_)', 'GLC(6_B_)'], [109.46, 96.36])","(['9.B', '6.B'], ['4C1', '4C1'])"
6epy.pdb,DGalpa1-6DGlcpa2-1DFrufb,GLA(3_G_)-GLC(2_G_)-FRU(1_G_),G GLA 3 C2 C1 GLC 2 O6 C6,G GLA 3 C1 GLC 2 O6 C6 C5,209.42,161.271,"(['GLA(3_G_)', 'GLC(2_G_)'], [27.76, 42.09])","(['3.G', '2.G'], ['4C1', '4C1'])"
6epy.pdb,DGalpa1-6DGlcpa2-1DFrufb,GLA(3_F_)-GLC(2_F_)-FRU(1_F_),F GLA 3 C2 C1 GLC 2 O6 C6,F GLA 3 C1 GLC 2 O6 C6 C5,209.027,161.159,"(['GLA(3_F_)', 'GLC(2_F_)'], [28.27, 45.09])","(['3.F', '2.F'], ['4C1', '4C1'])"
6epy.pdb,DGalpa1-6DGlcpa2-1DFrufb,GLA(3_E_)-GLC(2_E_)-FRU(1_E_),E GLA 3 C2 C1 GLC 2 O6 C6,E GLA 3 C1 GLC 2 O6 C6 C5,186.292,151.852,"(['GLA(3_E_)', 'GLC(2_E_)'], [26.13, 41.64])","(['3.E', '2.E'], ['4C1', '4C1'])"
6epy.pdb,DGalpa1-6DGlcpa2-1DFrufb,GLA(3_H_)-GLC(2_H_)-FRU(1_H_),H GLA 3 C2 C1 GLC 2 O6 C6,H GLA 3 C1 GLC 2 O6 C6 C5,208.643,162.432,"(['GLA(3_H_)', 'GLC(2_H_)'], [31.97, 51.02])","(['3.H', '2.H'], ['4C1', '4C1'])"
1ugy.pdb,DGalpa1-6DGlcpa1-ROH,GLA(2_J_)-GLC(1_J_),J GLA 2 C2 C1 GLC 1 O6 C6,J GLA 2 C1 GLC 1 O6 C6 C5,203.813,106.532,"(['GLA(2_J_)', 'GLC(1_J_)'], [36.05, 57.22])","(['2.J', '1.J'], ['4C1', '4C1'])"
4al9.pdb,DGalpa1-6DGlcpa1-ROH,GLA(2_J_)-GLC(1_J_),J GLA 2 C2 C1 GLC 1 O6 C6,J GLA 2 C1 GLC 1 O6 C6 C5,192.453,163.758,"(['GLA(2_J_)', 'GLC(1_J_)'], [13.27, 22.65])","(['2.J', '1.J'], ['4C1', '4C1'])"
4al9.pdb,DGalpa1-6DGlcpa1-ROH,GLA(2_I_)-GLC(1_I_),I GLA 2 C2 C1 GLC 1 O6 C6,I GLA 2 C1 GLC 1 O6 C6 C5,188.803,159.134,"(['GLA(2_I_)', 'GLC(1_I_)'], [12.89, 18.73])","(['2.I', '1.I'], ['4C1', '4C1'])"
4zs9.pdb,DGalpa1-6DGlcpa2-1DFrufb,GLA(3_D_)-GLC(2_D_)-FRU(1_D_),D GLA 3 C2 C1 GLC 2 O6 C6,D GLA 3 C1 GLC 2 O6 C6 C5,191.481,196.004,"(['GLA(3_D_)', 'GLC(2_D_)'], [8.17, 8.11])","(['3.D', '2.D'], ['4C1', '4C1'])"
4zs9.pdb,DGalpa1-6DGlcpa2-1DFrufb,GLA(3_C_)-GLC(2_C_)-FRU(1_C_),C GLA 3 C2 C1 GLC 2 O6 C6,C GLA 3 C1 GLC 2 O6 C6 C5,191.787,196.459,"(['GLA(3_C_)', 'GLC(2_C_)'], [9.72, 10.49])","(['3.C', '2.C'], ['4C1', '4C1'])"
3alt.pdb,DGalpa1-6DGlcpa1-ROH,GLA(2_G_)-GLC(1_G_),G GLA 2 C2 C1 GLC 1 O6 C6,G GLA 2 C1 GLC 1 O6 C6 C5,339.8885,165.036,"(['GLA(2_G_)', 'GLC(1_G_)'], [34.44, 50.49])","(['2.G', '1.G'], ['4C1', '1S3'])"
3alt.pdb,DGalpa1-6DGlcpa1-ROH,GLA(2_H_)-GLC(1_H_),H GLA 2 C2 C1 GLC 1 O6 C6,H GLA 2 C1 GLC 1 O6 C6 C5,333.2284,172.821,"(['GLA(2_H_)', 'GLC(1_H_)'], [34.31, 50.28])","(['2.H', '1.H'], ['-', '1S3'])"
3alt.pdb,DGalpa1-6DGlcpa1-ROH,GLA(2_E_)-GLC(1_E_),E GLA 2 C2 C1 GLC 1 O6 C6,E GLA 2 C1 GLC 1 O6 C6 C5,329.59159999999997,177.214,"(['GLA(2_E_)', 'GLC(1_E_)'], [34.29, 50.35])","(['2.E', '1.E'], ['4C1', '1S3'])"
3alt.pdb,DGalpa1-6DGlcpa1-ROH,GLA(2_F_)-GLC(1_F_),F GLA 2 C2 C1 GLC 1 O6 C6,F GLA 2 C1 GLC 1 O6 C6 C5,330.88009999999997,176.474,"(['GLA(2_F_)', 'GLC(1_F_)'], [34.25, 50.25])","(['2.F', '1.F'], ['4C1', '1S3'])"
4rk9.pdb,DGalpa1-6DGalpa1-6DGlcpa2-1DFrufb,GLA(3_D_)-GLA(2_D_)-GLC(1_D_)-FRU(4_D_),D GLA 2 C2 C1 GLC 1 O6 C6,D GLA 2 C1 GLC 1 O6 C6 C5,178.519,154.643,"(['GLA(2_D_)', 'GLC(1_D_)'], [48.55, 41.67])","(['2.D', '1.D'], ['4C1', '4C1'])"
4rk9.pdb,DGalpa1-6DGalpa1-6DGlcpa2-1DFrufb,GLA(3_C_)-GLA(2_C_)-GLC(1_C_)-FRU(4_C_),C GLA 2 C2 C1 GLC 1 O6 C6,C GLA 2 C1 GLC 1 O6 C6 C5,182.509,144.703,"(['GLA(2_C_)', 'GLC(1_C_)'], [36.39, 40.16])","(['2.C', '1.C'], ['4C1', '4C1'])"
6phx.pdb,DGalpa1-6DGlcpa2-1DFrufb,GLA(1_B_)-GLC(2_B_)-FRU(3_B_),B GLA 1 C2 C1 GLC 2 O6 C6,B GLA 1 C1 GLC 2 O6 C6 C5,179.802,188.062,"(['GLA(1_B_)', 'GLC(2_B_)'], [27.02, 45.83])","(['1.B', '2.B'], ['4C1', '4C1'])"
3v0w.pdb,DGlcpNa1-2DGlcpa1-2DGlcpa1-3[DGalpa1-6]DGlcpa1-3[GMH1-7]GM01-3GM01-5[DKdopa2-4]DKdopa2-ROH,GMH(9_A_)-[GLA(8_A_)-[PA1(7_A_)-GLC(6_A_)-GLC(5_A_)]-GLC(4_A_)]-GM0(3_A_)-GM0(2_A_)-[KDO(10_A_)]-KDO(1_A_),A GLA 8 C2 C1 GLC 4 O6 C6,A GLA 8 C1 GLC 4 O6 C6 C5,190.336,76.374,"(['GLA(8_A_)', 'GLC(4_A_)'], [22.53, 18.25])","(['8.A', '4.A'], ['4C1', '4C1'])"
1qfg.pdb,"DGlcpa1-3[DGalpa1-6]DGlcpa1-3GMH1-3GMH1-5[DKdopa2-4]DKdopa2-6DGlcp[2<R1>,3<R2>,4P]a1-6DGlcp[2<R3>,3<R4>]a1-O7P2",GLA(8_B_)-[GLC(7_B_)]-GLC(6_B_)-GMH(5_B_)-GMH(4_B_)-[KDO(9_B_)]-KDO(3_B_)-GCN(2_B_)-PA1(1_B_),B GLA 8 C2 C1 GLC 6 O6 C6,B GLA 8 C1 GLC 6 O6 C6 C5,180.245,184.081,"(['GLA(8_B_)', 'GLC(6_B_)'], [97.69, 88.24])","(['8.B', '6.B'], ['4C1', '4C1'])"
6epz.pdb,DGalpa1-6DGlcpa1-ROH,GLA(2_H_)-GLC(1_H_),H GLA 2 C2 C1 GLC 1 O6 C6,H GLA 2 C1 GLC 1 O6 C6 C5,196.369,177.506,"(['GLA(2_H_)', 'GLC(1_H_)'], [23.3, 40.8])","(['2.H', '1.H'], ['4C1', '1S3'])"
6epz.pdb,DGalpa1-6DGlcpa1-ROH,GLA(2_F_)-GLC(1_F_),F GLA 2 C2 C1 GLC 1 O6 C6,F GLA 2 C1 GLC 1 O6 C6 C5,195.665,191.99,"(['GLA(2_F_)', 'GLC(1_F_)'], [21.91, 39.32])","(['2.F', '1.F'], ['4C1', '4C1'])"
