"pdb","title","DOI","resolution","Mean_B_Factor","oligo","oligo_sequence","residue_links","oligo_mean_B_Factor","comments","warnings","errors"
"6ZAZ","FRUCTO-OLIGOSACCHARIDE TRANSPORTER BT 1762-63","10.1038/S41467-020-20285-Y ",2.69,0,"6zaz_oligo1","DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-ROH","FRU(6_C_)-FRU(5_C_)-FRU(4_C_)-FRU(3_C_)-FRU(2_C_)-FRU(1_C_)",54.1517,"","",""
"6ZAZ","FRUCTO-OLIGOSACCHARIDE TRANSPORTER BT 1762-63","10.1038/S41467-020-20285-Y ",2.69,0,"6zaz_oligo3","DFrufb2-6DFrufb2-6DFrufb2-ROH","FRU(3_D_)-FRU(2_D_)-FRU(1_D_)",84.7037,"","",""
"7ZNR","INACTIVE D62N MUTANT OF BT1760 ENDO-ACTING LEVANASE FROM BACTEROIDES THETAIOTAOMICRON VPI-5482","10.1038/S41586-023-06146-W ",2.65,59.92,"7znr_oligo1","DFrufb2-6DFrufb2-ROH","FRU(2_F_)-FRU(1_F_)",80.826,"","",""
"7ZNR","INACTIVE D62N MUTANT OF BT1760 ENDO-ACTING LEVANASE FROM BACTEROIDES THETAIOTAOMICRON VPI-5482","10.1038/S41586-023-06146-W ",2.65,59.92,"7znr_oligo4","DFrufb2-6DFrufa2-6DFrufb2-6DFrufb2-ROH","FRU(4_E_)-FRU(3_E_)-FRU(2_E_)-FRU(1_E_)",89.4277,"","",""
"7ZNR","INACTIVE D62N MUTANT OF BT1760 ENDO-ACTING LEVANASE FROM BACTEROIDES THETAIOTAOMICRON VPI-5482","10.1038/S41586-023-06146-W ",2.65,59.92,"7znr_oligo3","DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-ROH","FRU(5_D_)-FRU(4_D_)-FRU(3_D_)-FRU(2_D_)-FRU(1_D_)",76.613,"","",""
"7ZNR","INACTIVE D62N MUTANT OF BT1760 ENDO-ACTING LEVANASE FROM BACTEROIDES THETAIOTAOMICRON VPI-5482","10.1038/S41586-023-06146-W ",2.65,59.92,"7znr_oligo2","DFrufb2-6DFrufb2-6DFrufa2-C1","FRU(3_G_)-FRU(2_G_)-FRU(1_G_)",91.3133,"","",""
"7ZNR","INACTIVE D62N MUTANT OF BT1760 ENDO-ACTING LEVANASE FROM BACTEROIDES THETAIOTAOMICRON VPI-5482","10.1038/S41586-023-06146-W ",2.65,59.92,"7znr_oligo5","DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-ROH","FRU(5_C_)-FRU(4_C_)-FRU(3_C_)-FRU(2_C_)-FRU(1_C_)",58.7222,"","",""
"7ZNS","INACTIVE D62N MUTANT OF BT1760 ENDO-ACTING LEVANASE FROM BACTEROIDES THETAIOTAOMICRON VPI-5482","10.1038/S41586-023-06146-W ",2.3,42.59,"7zns_oligo2","DFrufb2-6DFrufb2-6DFrufb2-ROH","FRU(3_D_)-FRU(2_D_)-FRU(1_D_)",58.0123,"","",""
"7ZNS","INACTIVE D62N MUTANT OF BT1760 ENDO-ACTING LEVANASE FROM BACTEROIDES THETAIOTAOMICRON VPI-5482","10.1038/S41586-023-06146-W ",2.3,42.59,"7zns_oligo1","DFrufa2-6DFrufb2-6DFrufb2-ROH","FRU(3_C_)-FRU(2_C_)-FRU(1_C_)",41.4107,"","",""
"7ZNS","INACTIVE D62N MUTANT OF BT1760 ENDO-ACTING LEVANASE FROM BACTEROIDES THETAIOTAOMICRON VPI-5482","10.1038/S41586-023-06146-W ",2.3,42.59,"7zns_oligo4","DFrufa2-6DFrufb2-6DFrufb2-ROH","FRU(3_E_)-FRU(2_E_)-FRU(1_E_)",75.165,"","",""
"7ZNS","INACTIVE D62N MUTANT OF BT1760 ENDO-ACTING LEVANASE FROM BACTEROIDES THETAIOTAOMICRON VPI-5482","10.1038/S41586-023-06146-W ",2.3,42.59,"7zns_oligo3","DFrufb2-6DFrufb2-ROH","FRU(2_F_)-FRU(1_F_)",78.253,"","",""
"8AA0","LEVAN UTILISATION MACHINERY (UTILISOME) WITH LEVAN FRUCTO- OLIGOSACCHARIDES DP 8-12","10.1038/S41586-023-06146-W ",3.2,"1.08527e-19","8aa0_oligo1","DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-ROH","FRU(4_D_)-FRU(3_D_)-FRU(2_D_)-FRU(1_D_)",32.9155,"","",""
"8AA0","LEVAN UTILISATION MACHINERY (UTILISOME) WITH LEVAN FRUCTO- OLIGOSACCHARIDES DP 8-12","10.1038/S41586-023-06146-W ",3.2,"1.08527e-19","8aa0_oligo4","DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-ROH","FRU(4_L_)-FRU(3_L_)-FRU(2_L_)-FRU(1_L_)",32.9155,"","",""
"8AA0","LEVAN UTILISATION MACHINERY (UTILISOME) WITH LEVAN FRUCTO- OLIGOSACCHARIDES DP 8-12","10.1038/S41586-023-06146-W ",3.2,"1.08527e-19","8aa0_oligo5","DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-ROH","FRU(6_K_)-FRU(5_K_)-FRU(4_K_)-FRU(3_K_)-FRU(2_K_)-FRU(1_K_)",43.6978,"","",""
"8AA0","LEVAN UTILISATION MACHINERY (UTILISOME) WITH LEVAN FRUCTO- OLIGOSACCHARIDES DP 8-12","10.1038/S41586-023-06146-W ",3.2,"1.08527e-19","8aa0_oligo2","DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-ROH","FRU(6_C_)-FRU(5_C_)-FRU(4_C_)-FRU(3_C_)-FRU(2_C_)-FRU(1_C_)",43.6978,"","",""
"8AA1","CORE SUSCD TRANSPORTER UNITS FROM THE LEVAN UTILISOME WITH LEVAN FRUCTO-OLIGOSACCHARIDES DP 8-12","10.1038/S41586-023-06146-W ",2.9,"4.77305e-07","8aa1_oligo5","DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-ROH","FRU(6_K_)-FRU(5_K_)-FRU(4_K_)-FRU(3_K_)-FRU(2_K_)-FRU(1_K_)",45.2143,"","",""
"8AA1","CORE SUSCD TRANSPORTER UNITS FROM THE LEVAN UTILISOME WITH LEVAN FRUCTO-OLIGOSACCHARIDES DP 8-12","10.1038/S41586-023-06146-W ",2.9,"4.77305e-07","8aa1_oligo2","DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-ROH","FRU(4_L_)-FRU(3_L_)-FRU(2_L_)-FRU(1_L_)",52.8505,"","",""
"8AA1","CORE SUSCD TRANSPORTER UNITS FROM THE LEVAN UTILISOME WITH LEVAN FRUCTO-OLIGOSACCHARIDES DP 8-12","10.1038/S41586-023-06146-W ",2.9,"4.77305e-07","8aa1_oligo3","DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-ROH","FRU(6_C_)-FRU(5_C_)-FRU(4_C_)-FRU(3_C_)-FRU(2_C_)-FRU(1_C_)",45.2143,"","",""
"8AA1","CORE SUSCD TRANSPORTER UNITS FROM THE LEVAN UTILISOME WITH LEVAN FRUCTO-OLIGOSACCHARIDES DP 8-12","10.1038/S41586-023-06146-W ",2.9,"4.77305e-07","8aa1_oligo1","DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-ROH","FRU(4_D_)-FRU(3_D_)-FRU(2_D_)-FRU(1_D_)",52.8505,"","",""
"8AA2","INACTIVE LEVAN UTILISATION MACHINERY (UTILISOME) IN THE PRESENCE OF LEVAN FRUCTO-OLIGOSACCHARIDES DP 15-25","10.1038/S41586-023-06146-W ",3.1,"1.08527e-19","8aa2_oligo10","DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-ROH","FRU(4_L_)-FRU(3_L_)-FRU(2_L_)-FRU(1_L_)",60.1683,"","",""
"8AA2","INACTIVE LEVAN UTILISATION MACHINERY (UTILISOME) IN THE PRESENCE OF LEVAN FRUCTO-OLIGOSACCHARIDES DP 15-25","10.1038/S41586-023-06146-W ",3.1,"1.08527e-19","8aa2_oligo4","DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-ROH","FRU(5_N_)-FRU(4_N_)-FRU(3_N_)-FRU(2_N_)-FRU(1_N_)",51.032,"","",""
"8AA2","INACTIVE LEVAN UTILISATION MACHINERY (UTILISOME) IN THE PRESENCE OF LEVAN FRUCTO-OLIGOSACCHARIDES DP 15-25","10.1038/S41586-023-06146-W ",3.1,"1.08527e-19","8aa2_oligo1","DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-ROH","FRU(12_H_)-FRU(11_H_)-FRU(10_H_)-FRU(9_H_)-FRU(8_H_)-FRU(7_H_)-FRU(6_H_)-FRU(5_H_)-FRU(4_H_)-FRU(3_H_)-FRU(2_H_)-FRU(1_H_)",20,"","",""
"8AA2","INACTIVE LEVAN UTILISATION MACHINERY (UTILISOME) IN THE PRESENCE OF LEVAN FRUCTO-OLIGOSACCHARIDES DP 15-25","10.1038/S41586-023-06146-W ",3.1,"1.08527e-19","8aa2_oligo7","DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-ROH","FRU(4_D_)-FRU(3_D_)-FRU(2_D_)-FRU(1_D_)",60.1683,"","",""
"8AA2","INACTIVE LEVAN UTILISATION MACHINERY (UTILISOME) IN THE PRESENCE OF LEVAN FRUCTO-OLIGOSACCHARIDES DP 15-25","10.1038/S41586-023-06146-W ",3.1,"1.08527e-19","8aa2_oligo5","DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-ROH","FRU(6_C_)-FRU(5_C_)-FRU(4_C_)-FRU(3_C_)-FRU(2_C_)-FRU(1_C_)",52.3577,"","",""
"8AA2","INACTIVE LEVAN UTILISATION MACHINERY (UTILISOME) IN THE PRESENCE OF LEVAN FRUCTO-OLIGOSACCHARIDES DP 15-25","10.1038/S41586-023-06146-W ",3.1,"1.08527e-19","8aa2_oligo8","DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-ROH","FRU(6_K_)-FRU(5_K_)-FRU(4_K_)-FRU(3_K_)-FRU(2_K_)-FRU(1_K_)",52.3577,"","",""
"8AA2","INACTIVE LEVAN UTILISATION MACHINERY (UTILISOME) IN THE PRESENCE OF LEVAN FRUCTO-OLIGOSACCHARIDES DP 15-25","10.1038/S41586-023-06146-W ",3.1,"1.08527e-19","8aa2_oligo3","DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-ROH","FRU(5_F_)-FRU(4_F_)-FRU(3_F_)-FRU(2_F_)-FRU(1_F_)",51.032,"","",""
"8AA3","CORE SUSCD TRANSPORTER UNITS FROM THE INACTIVE LEVAN UTILISOME IN THE PRESENCE OF LEVAN FRUCTO-OLIGOSACCHARIDES DP 15-25","10.1038/S41586-023-06146-W ",2.7,"1.15243e-41","8aa3_oligo5","DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-ROH","FRU(6_K_)-FRU(5_K_)-FRU(4_K_)-FRU(3_K_)-FRU(2_K_)-FRU(1_K_)",36.069,"","",""
"8AA3","CORE SUSCD TRANSPORTER UNITS FROM THE INACTIVE LEVAN UTILISOME IN THE PRESENCE OF LEVAN FRUCTO-OLIGOSACCHARIDES DP 15-25","10.1038/S41586-023-06146-W ",2.7,"1.15243e-41","8aa3_oligo2","DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-ROH","FRU(4_L_)-FRU(3_L_)-FRU(2_L_)-FRU(1_L_)",73.3815,"","",""
"8AA3","CORE SUSCD TRANSPORTER UNITS FROM THE INACTIVE LEVAN UTILISOME IN THE PRESENCE OF LEVAN FRUCTO-OLIGOSACCHARIDES DP 15-25","10.1038/S41586-023-06146-W ",2.7,"1.15243e-41","8aa3_oligo3","DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-ROH","FRU(6_C_)-FRU(5_C_)-FRU(4_C_)-FRU(3_C_)-FRU(2_C_)-FRU(1_C_)",36.069,"","",""
"8AA3","CORE SUSCD TRANSPORTER UNITS FROM THE INACTIVE LEVAN UTILISOME IN THE PRESENCE OF LEVAN FRUCTO-OLIGOSACCHARIDES DP 15-25","10.1038/S41586-023-06146-W ",2.7,"1.15243e-41","8aa3_oligo1","DFrufb2-6DFrufb2-6DFrufb2-6DFrufb2-ROH","FRU(4_D_)-FRU(3_D_)-FRU(2_D_)-FRU(1_D_)",73.3815,"","",""
