"pdb","title","DOI","resolution","Mean_B_Factor","oligo","oligo_sequence","residue_links","oligo_mean_B_Factor","comments","warnings","errors"
"3GVK","CRYSTAL STRUCTURE OF ENDO-NEURAMINIDASE NF MUTANT","10.1016/J.JMB.2010.01.028 ",1.84,22.02,"3gvk_oligo8","DNeup5Aca2-8DNeup5Aca2-8SLB2-ROH","SIA(3_K_)-SIA(2_K_)-SLB(1_K_)",28.7849,"","",""
"3GVK","CRYSTAL STRUCTURE OF ENDO-NEURAMINIDASE NF MUTANT","10.1016/J.JMB.2010.01.028 ",1.84,22.02,"3gvk_oligo7","DNeup5Aca2-8DNeup5Aca2-8SLB2-ROH","SIA(3_J_)-SIA(2_J_)-SLB(1_J_)",37.1472,"","",""
"3GVK","CRYSTAL STRUCTURE OF ENDO-NEURAMINIDASE NF MUTANT","10.1016/J.JMB.2010.01.028 ",1.84,22.02,"3gvk_oligo5","DNeup5Aca2-8DNeup5Aca2-8SLB2-ROH","SIA(3_H_)-SIA(2_H_)-SLB(1_H_)",32.8438,"","",""
"3GVK","CRYSTAL STRUCTURE OF ENDO-NEURAMINIDASE NF MUTANT","10.1016/J.JMB.2010.01.028 ",1.84,22.02,"3gvk_oligo4","DNeup5Aca2-8DNeup5Aca2-8DNeup5Acb2-ROH","SIA(3_G_)-SIA(2_G_)-SLB(1_G_)",29.4062,"","",""
"3GVK","CRYSTAL STRUCTURE OF ENDO-NEURAMINIDASE NF MUTANT","10.1016/J.JMB.2010.01.028 ",1.84,22.02,"3gvk_oligo1","DNeup5Aca2-8DNeup5Aca2-8SLB2-ROH","SIA(3_D_)-SIA(2_D_)-SLB(1_D_)",36.1274,"","",""
"3GVK","CRYSTAL STRUCTURE OF ENDO-NEURAMINIDASE NF MUTANT","10.1016/J.JMB.2010.01.028 ",1.84,22.02,"3gvk_oligo2","DNeup5Aca2-8DNeup5Aca2-8SLB2-ROH","SIA(3_E_)-SIA(2_E_)-SLB(1_E_)",53.5751,"","",""
"3HMY","CRYSTAL STRUCTURE OF HCR/T COMPLEXED WITH GT2","10.1074/JBC.M109.027391 ",2,26.8,"3hmy_oligo1","DNeup5Aca2-8DNeup5Aca2-8DNeup5Aca2-C1O2","SIA(3_B_)-SIA(2_B_)-SIA(1_B_)",42.7898,"","",""
"3HN1","CRYSTAL STRUCTURE OF HCR/T COMPLEXED WITH GT2 AND LACTOSE","10.1074/JBC.M109.027391 ",2.1,28.3,"3hn1_oligo1","DNeup5Aca2-8DNeup5Aca2-C1O2","SIA(2_B_)-SIA(1_B_)",51.7142,"","",""
"3HZV","CRYSTAL STRUCTURE OF S73-2 ANTIBODY IN COMPLEX WITH ANTIGEN KDO(2.8) KDO(2.4)KDO","10.1021/BI9011308 ",1.9,27.39,"3hzv_oligo1","DKdopa2-8DKdopa2-4DKdopa2-C4O3","KDO(3_C_)-KDO(2_C_)-KDA(1_C_)",25.4833,"","",""
"3IJY","STRUCTURE OF S67-27 IN COMPLEX WITH KDO(2.8)KDO","10.1093/GLYCOB/CWP150 ",2.85,45.1,"3ijy_oligo1","DKdopa2-8DKdopa2-C4O3","KDO(2_F_)-KDA(1_F_)",60.5733,"","",""
"3IJY","STRUCTURE OF S67-27 IN COMPLEX WITH KDO(2.8)KDO","10.1093/GLYCOB/CWP150 ",2.85,45.1,"3ijy_oligo2","DKdopa2-8DKdopa2-C4O3","KDO(2_E_)-KDA(1_E_)",49.1633,"","",""
"3IKC","STRUCTURE OF S67-27 IN COMPLEX WITH KDO(2.8)-7-O-METHYL-KDO","10.1093/GLYCOB/CWP150 ",2.6,35,"3ikc_oligo1","DKdopa2-8DKdopa2-C4O3","KDO(2_F_)-KME(1_F_)",41.4196,"","",""
"3IKC","STRUCTURE OF S67-27 IN COMPLEX WITH KDO(2.8)-7-O-METHYL-KDO","10.1093/GLYCOB/CWP150 ",2.6,35,"3ikc_oligo2","DKdopa2-8DKdopa2-C4O3","KDO(2_E_)-KME(1_E_)",37.0571,"","",""
"3OKL","CRYSTAL STRUCTURE OF S25-39 IN COMPLEX WITH KDO(2.8)KDO","10.1021/BI101886V ",1.8,0,"3okl_oligo1","DKdopa2-8DKdopa2-C4O3","KDO(2_C_)-KDA(1_C_)",32.135,"","",""
"3OKO","CRYSTAL STRUCTURE OF S25-39 IN COMPLEX WITH KDO(2.8)KDO(2.4)KDO","10.1021/BI101886V ",2.45,0,"3oko_oligo1","DKdopa2-8DKdopa2-4DKdopa2-C4O3","KDO(3_C_)-KDO(2_C_)-KDA(1_C_)",52.5725,"","",""
"3PHO","CRYSTAL STRUCTURE OF S64-4 IN COMPLEX WITH PSBP","10.1093/GLYCOB/CWR041 ",2.6,31.88,"3pho_oligo1","DKdopa2-8DKdopa2-4DKdopa2-6DGlcpN[4P]b1-ROH","KDO(4_C_)-KDO(3_C_)-KDO(2_C_)-Z9M(1_C_)",31.3973,"","",""
"3S6Z","STRUCTURE OF REOVIRUS ATTACHMENT PROTEIN SIGMA1 IN COMPLEX WITH ALPHA- 2,8-DISIALYLLACTOSE","10.1371/JOURNAL.PPAT.1002166 ",2.28,0,"3s6z_oligo2","DNeup5Aca2-8DNeup5Aca2-3DGalpb1-ROH","SIA(3_D_)-SIA(2_D_)-GAL(1_D_)",81.7615,"","",""
"3S6Z","STRUCTURE OF REOVIRUS ATTACHMENT PROTEIN SIGMA1 IN COMPLEX WITH ALPHA- 2,8-DISIALYLLACTOSE","10.1371/JOURNAL.PPAT.1002166 ",2.28,0,"3s6z_oligo1","DNeup5Aca2-8DNeup5Aca2-3DGalpb1-ROH","SIA(3_E_)-SIA(2_E_)-GAL(1_E_)",92.9329,"","",""
"3SY0","S25-2- A(2-8)-A(2-4)KDO TRISACCHARIDE COMPLEX","10.1038/NSB1014 ",1.49,22.33,"3sy0_oligo1","DKdopa2-8DKdopa2-4DKdopa2-C4O3","KDO(3_C_)-KDO(2_C_)-KDA(1_C_)",21.6372,"","",""
"3T65","S25-2- A(2-8)KDO DISACCHARIDE COMPLEX","10.1038/NSB1014 ",1.45,20.15,"3t65_oligo1","DKdopa2-8DKdopa2-C4O3","KDO(2_C_)-KDA(1_C_)",19.3862,"","",""
"3WBD","CRYSTAL STRUCTURE OF ANTI-POLYSIALIC ACID ANTIBODY SINGLE CHAIN FV FRAGMENT (MAB735) COMPLEXED WITH OCTASIALIC ACID","10.1074/JBC.M113.496224 ",1.8,25.81,"3wbd_oligo1","DNeup5Aca2-8DNeup5Aca2-8DNeup5Aca2-8DNeup5Aca2-8DNeup5Aca2-8DNeup5Aca2-8DNeup5Aca2-ROH","SIA(7_C_)-SIA(6_C_)-SIA(5_C_)-SIA(4_C_)-SIA(3_C_)-SIA(2_C_)-SIA(1_C_)",24.0501,"","",""
"4M7J","CRYSTAL STRUCTURE OF S25-26 IN COMPLEX WITH KDO(2.8)KDO(2.4)KDO TRISACCHARIDE","10.1074/JBC.M113.528224 ",1.95,63.07,"4m7j_oligo2","DKdopa2-8DKdopa2-4DKdopa2-C4O3","KDO(3_A_)-KDO(2_A_)-KDA(1_A_)",44.4975,"","",""
"4MJ0","BK POLYOMAVIRUS VP1 PENTAMER IN COMPLEX WITH GD3 OLIGOSACCHARIDE","10.1371/JOURNAL.PPAT.1003688 ",1.7,17.12,"4mj0_oligo3","DNeup5Aca2-8DNeup5Aca2-ROH","SIA(2_G_)-SIA(1_G_)",36.4542,"","",""
"4MJ0","BK POLYOMAVIRUS VP1 PENTAMER IN COMPLEX WITH GD3 OLIGOSACCHARIDE","10.1371/JOURNAL.PPAT.1003688 ",1.7,17.12,"4mj0_oligo2","DNeup5Aca2-8DNeup5Aca2-3DGalpb1-ROH","SIA(3_H_)-SIA(2_H_)-GAL(1_H_)",37.5823,"","",""
"4MJ0","BK POLYOMAVIRUS VP1 PENTAMER IN COMPLEX WITH GD3 OLIGOSACCHARIDE","10.1371/JOURNAL.PPAT.1003688 ",1.7,17.12,"4mj0_oligo1","DNeup5Aca2-8DNeup5Aca2-3DGalpb1-4DGlcpb1-ROH","SIA(4_F_)-SIA(3_F_)-GAL(2_F_)-BGC(1_F_)",32.3752,"","",""
"4MJ0","BK POLYOMAVIRUS VP1 PENTAMER IN COMPLEX WITH GD3 OLIGOSACCHARIDE","10.1371/JOURNAL.PPAT.1003688 ",1.7,17.12,"4mj0_oligo4","DNeup5Aca2-8DNeup5Aca2-ROH","SIA(2_I_)-SIA(1_I_)",25.0054,"","",""
"4RHS","CRYSTAL STRUCTURE OF GD2 BOUND PLTB","10.1016/J.CELL.2014.10.057 ",1.92,0,"4rhs_oligo2","DNeup5Aca2-8DNeup5Aca2-3DGalpb1-ROH","SIA(3_G_)-SIA(2_G_)-GAL(1_G_)",52.1286,"","",""
"4RHS","CRYSTAL STRUCTURE OF GD2 BOUND PLTB","10.1016/J.CELL.2014.10.057 ",1.92,0,"4rhs_oligo1","DNeup5Aca2-8DNeup5Aca2-3DGalpb1-ROH","SIA(3_F_)-SIA(2_F_)-GAL(1_F_)",62.6047,"","",""
"4TUO","CRYSTAL STRUCTURE OF MONOCLONAL ANTIBODY AGAINST NEUROBLASTOMA ASSOCIATED ANTIGEN.","10.1074/MCP.M115.052720 ",1.55,16.16,"4tuo_oligo1","DNeup5Aca2-8DNeup5Aca2-3[DGalpNAcb1-4]DGalpb1-4DGlcpb1-ROH","NGA(5_E_)-[SIA(4_E_)-SIA(3_E_)]-GAL(2_E_)-BGC(1_E_)",15.7635,"","",""
"4TUO","CRYSTAL STRUCTURE OF MONOCLONAL ANTIBODY AGAINST NEUROBLASTOMA ASSOCIATED ANTIGEN.","10.1074/MCP.M115.052720 ",1.55,16.16,"4tuo_oligo2","DNeup5Aca2-8DNeup5Aca2-3[DGalpNAcb1-4]DGalpb1-4DGlcpa1-ROH","NGA(5_F_)-[SIA(4_F_)-SIA(3_F_)]-GAL(2_F_)-GLC(1_F_)",17.4316,"","",""
"4X12","JC POLYOMAVIRUS GENOTYPE 3 VP1 IN COMPLEX WITH GD1B OLIGOSACCHARIDE","10.1128/JVI.00489-15 ",1.9,18.89,"4x12_oligo3","DNeup5Aca2-8DNeup5Aca2-ROH","SIA(2_F_)-SIA(1_F_)",27.1773,"","",""
"4X12","JC POLYOMAVIRUS GENOTYPE 3 VP1 IN COMPLEX WITH GD1B OLIGOSACCHARIDE","10.1128/JVI.00489-15 ",1.9,18.89,"4x12_oligo1","DNeup5Aca2-8DNeup5Aca2-ROH","SIA(2_G_)-SIA(1_G_)",29.8315,"","",""
"4X12","JC POLYOMAVIRUS GENOTYPE 3 VP1 IN COMPLEX WITH GD1B OLIGOSACCHARIDE","10.1128/JVI.00489-15 ",1.9,18.89,"4x12_oligo2","DNeup5Aca2-8DNeup5Aca2-ROH","SIA(2_H_)-SIA(1_H_)",34.1,"","",""
"4X17","JC MAD-1 POLYOMAVIRUS VP1 IN COMPLEX WITH GD1B OLIGOSACCHARIDE","10.1128/JVI.00489-15 ",1.75,19.33,"4x17_oligo3","DNeup5Aca2-8DNeup5Aca2-ROH","SIA(2_F_)-SIA(1_F_)",27.9023,"","",""
"4X17","JC MAD-1 POLYOMAVIRUS VP1 IN COMPLEX WITH GD1B OLIGOSACCHARIDE","10.1128/JVI.00489-15 ",1.75,19.33,"4x17_oligo1","DNeup5Aca2-8DNeup5Aca2-ROH","SIA(2_G_)-SIA(1_G_)",35.1535,"","",""
"5CPW","CRYSTAL STRUCTURE OF MURINE POLYOMAVIRUS PTA STRAIN VP1 IN COMPLEX WITH THE GT1A GLYCAN","10.1371/JOURNAL.PPAT.1005104 ",1.75,22.41,"5cpw_oligo3","DNeup5Aca2-8DNeup5Aca2-3DGalpb1-3DGalpNAcb1-4DGalpb1-ROH","SIA(5_H_)-SIA(4_H_)-GAL(3_H_)-NGA(2_H_)-GAL(1_H_)",29.8441,"","",""
"5CPW","CRYSTAL STRUCTURE OF MURINE POLYOMAVIRUS PTA STRAIN VP1 IN COMPLEX WITH THE GT1A GLYCAN","10.1371/JOURNAL.PPAT.1005104 ",1.75,22.41,"5cpw_oligo1","DNeup5Aca2-8DNeup5Aca2-3DGalpb1-3DGalpNAcb1-4DGalpb1-ROH","SIA(5_F_)-SIA(4_F_)-GAL(3_F_)-NGA(2_F_)-GAL(1_F_)",26.5267,"","",""
"5CPW","CRYSTAL STRUCTURE OF MURINE POLYOMAVIRUS PTA STRAIN VP1 IN COMPLEX WITH THE GT1A GLYCAN","10.1371/JOURNAL.PPAT.1005104 ",1.75,22.41,"5cpw_oligo4","DNeup5Aca2-8DNeup5Aca2-3DGalpb1-3DGalpNAcb1-4[DNeup5Aca2-3]DGalpb1-ROH","SIA(5_I_)-SIA(4_I_)-GAL(3_I_)-NGA(2_I_)-[SIA(6_I_)]-GAL(1_I_)",30.3634,"","",""
"5CPW","CRYSTAL STRUCTURE OF MURINE POLYOMAVIRUS PTA STRAIN VP1 IN COMPLEX WITH THE GT1A GLYCAN","10.1371/JOURNAL.PPAT.1005104 ",1.75,22.41,"5cpw_oligo5","DNeup5Aca2-8DNeup5Aca2-3DGalpb1-3DGalpNAcb1-4[DNeup5Aca2-3]DGalpb1-ROH","SIA(5_J_)-SIA(4_J_)-GAL(3_J_)-NGA(2_J_)-[SIA(6_J_)]-GAL(1_J_)",29.1598,"","",""
"5CPW","CRYSTAL STRUCTURE OF MURINE POLYOMAVIRUS PTA STRAIN VP1 IN COMPLEX WITH THE GT1A GLYCAN","10.1371/JOURNAL.PPAT.1005104 ",1.75,22.41,"5cpw_oligo2","DNeup5Aca2-8DNeup5Aca2-3DGalpb1-3DGalpNAcb1-4DGalpb1-ROH","SIA(5_G_)-SIA(4_G_)-GAL(3_G_)-NGA(2_G_)-GAL(1_G_)",30.4734,"","",""
"5CPZ","CRYSTAL STRUCTURE OF MURINE POLYOMAVIRUS RA STRAIN VP1 IN COMPLEX WITH THE GT1A GLYCAN","10.1371/JOURNAL.PPAT.1005104 ",1.71,23.25,"5cpz_oligo5","DNeup5Aca2-8DNeup5Aca2-3DGalpb1-3DGalpNAcb1-4DGalpb1-ROH","SIA(5_J_)-SIA(4_J_)-GAL(3_J_)-NGA(2_J_)-GAL(1_J_)",37.9663,"","",""
"5CPZ","CRYSTAL STRUCTURE OF MURINE POLYOMAVIRUS RA STRAIN VP1 IN COMPLEX WITH THE GT1A GLYCAN","10.1371/JOURNAL.PPAT.1005104 ",1.71,23.25,"5cpz_oligo2","DNeup5Aca2-8DNeup5Aca2-3DGalpb1-3DGalpNAcb1-4DGalpb1-ROH","SIA(5_G_)-SIA(4_G_)-GAL(3_G_)-NGA(2_G_)-GAL(1_G_)",40.3827,"","",""
"5CPZ","CRYSTAL STRUCTURE OF MURINE POLYOMAVIRUS RA STRAIN VP1 IN COMPLEX WITH THE GT1A GLYCAN","10.1371/JOURNAL.PPAT.1005104 ",1.71,23.25,"5cpz_oligo4","DNeup5Aca2-8DNeup5Aca2-3DGalpb1-3DGalpNAcb1-4DGalpb1-ROH","SIA(5_I_)-SIA(4_I_)-GAL(3_I_)-NGA(2_I_)-GAL(1_I_)",35.5094,"","",""
"5CPZ","CRYSTAL STRUCTURE OF MURINE POLYOMAVIRUS RA STRAIN VP1 IN COMPLEX WITH THE GT1A GLYCAN","10.1371/JOURNAL.PPAT.1005104 ",1.71,23.25,"5cpz_oligo3","DNeup5Aca2-8DNeup5Aca2-3DGalpb1-3DGalpNAcb1-4DGalpb1-ROH","SIA(5_H_)-SIA(4_H_)-GAL(3_H_)-NGA(2_H_)-GAL(1_H_)",37.8373,"","",""
"5CPZ","CRYSTAL STRUCTURE OF MURINE POLYOMAVIRUS RA STRAIN VP1 IN COMPLEX WITH THE GT1A GLYCAN","10.1371/JOURNAL.PPAT.1005104 ",1.71,23.25,"5cpz_oligo1","DNeup5Aca2-8DNeup5Aca2-3DGalpb1-3DGalpNAcb1-4DGalpb1-ROH","SIA(5_F_)-SIA(4_F_)-GAL(3_F_)-NGA(2_F_)-GAL(1_F_)",34.4534,"","",""
"6C5H","S25-5 FAB IN COMPLEX WITH CHLAMYDIACEAE-SPECIFIC LPS ANTIGEN","10.1021/ACS.BIOCHEM.8B00318 ",1.99,30.01,"6c5h_oligo1","DKdopa2-8DKdopa2-4DKdopa2-6DGlcpN[4P]b1-6DGlcpNa1-O4P1","KDO(5_B_)-KDO(4_B_)-KDO(3_B_)-Z9M(2_B_)-GP1(1_B_)",29.5294,"","",""
"6C5J","S25-23 FAB IN COMPLEX WITH CHLAMYDIACEAE LPS (CRYSTAL FORM 1)","10.1021/ACS.BIOCHEM.8B00318 ",2.29,53.07,"6c5j_oligo2","DKdopa2-8DKdopa2-4DKdopa2-6DGlcpN[4P]b1-6DGlcpNa1-O4P1","KDO(5_A_)-KDO(4_A_)-KDO(3_A_)-Z9M(2_A_)-GP1(1_A_)",60.7896,"","",""
"6C5K","S25-23 FAB IN COMPLEX WITH CHLAMYDIACEAE LPS (CRYSTAL FORM 2)","10.1021/ACS.BIOCHEM.8B00318 ",1.75,25.91,"6c5k_oligo6","DKdopa2-8DKdopa2-4DKdopa2-6DGlcpN[4P]b1-6DGlcpNa1-O4P1","KDO(5_F_)-KDO(4_F_)-KDO(3_F_)-Z9M(2_F_)-GP1(1_F_)",25.9317,"","",""
"6C5K","S25-23 FAB IN COMPLEX WITH CHLAMYDIACEAE LPS (CRYSTAL FORM 2)","10.1021/ACS.BIOCHEM.8B00318 ",1.75,25.91,"6c5k_oligo4","DKdopa2-8DKdopa2-4DKdopa2-6DGlcpN[4P]b1-6DGlcpNa1-O4P1","KDO(5_D_)-KDO(4_D_)-KDO(3_D_)-Z9M(2_D_)-GP1(1_D_)",33.9602,"","",""
"6ESB","BK POLYOMAVIRUS + 20 MM GT1B OLIGOSACCHARIDE","10.1016/J.STR.2018.03.019 ",3.4,0,"6esb_oligo1","DNeup5Aca2-8DNeup5Aca2-C1O2","SIA(2_A_)-SIA(1_A_)",36.0103,"","",""
"6ESB","BK POLYOMAVIRUS + 20 MM GT1B OLIGOSACCHARIDE","10.1016/J.STR.2018.03.019 ",3.4,0,"6esb_oligo2","DNeup5Aca2-8DNeup5Aca2-C1O2","SIA(2_B_)-SIA(1_B_)",36.0103,"","",""
"6ESB","BK POLYOMAVIRUS + 20 MM GT1B OLIGOSACCHARIDE","10.1016/J.STR.2018.03.019 ",3.4,0,"6esb_oligo3","DNeup5Aca2-8DNeup5Aca2-C1O2","SIA(2_C_)-SIA(1_C_)",36.0103,"","",""
"6ESB","BK POLYOMAVIRUS + 20 MM GT1B OLIGOSACCHARIDE","10.1016/J.STR.2018.03.019 ",3.4,0,"6esb_oligo5","DNeup5Aca2-8DNeup5Aca2-C1O2","SIA(2_E_)-SIA(1_E_)",36.0103,"","",""
"6ESB","BK POLYOMAVIRUS + 20 MM GT1B OLIGOSACCHARIDE","10.1016/J.STR.2018.03.019 ",3.4,0,"6esb_oligo4","DNeup5Aca2-8DNeup5Aca2-C1O2","SIA(2_D_)-SIA(1_D_)",36.0103,"","",""
"6ESB","BK POLYOMAVIRUS + 20 MM GT1B OLIGOSACCHARIDE","10.1016/J.STR.2018.03.019 ",3.4,0,"6esb_oligo6","DNeup5Aca2-8DNeup5Aca2-C1O2","SIA(2_F_)-SIA(1_F_)",36.0103,"","",""
"6G47","CRYSTAL STRUCTURE OF HUMAN ADENOVIRUS 52 SHORT FIBER KNOB IN COMPLEX WITH ALPHA-(2,8)-TRISIALIC ACID (DP3)","10.1073/PNAS.1716900115 ",1.5,0,"6g47_oligo1","DNeup5Aca2-8DNeup5Aca2-ROH","SIA(2_D_)-SIA(1_D_)",34.6088,"","",""
"8OPM","HUMAN CORONAVIRUS HKU1 SPIKE GLYCOPROTEIN IN COMPLEX WITH AN ALPHA2,8- LINKED 9-O-ACETYLATED DISIALOSIDE (CLOSED STATE)","",3.7,"1.15243e-41","8opm_oligo64","DNeup5Aca2-8DNeup5Aca2-ROH","5N6(2_O_)-SIA(1_O_)",236.569,"","",""
"8OPM","HUMAN CORONAVIRUS HKU1 SPIKE GLYCOPROTEIN IN COMPLEX WITH AN ALPHA2,8- LINKED 9-O-ACETYLATED DISIALOSIDE (CLOSED STATE)","",3.7,"1.15243e-41","8opm_oligo65","DNeup5Aca2-8DNeup5Aca2-ROH","5N6(2_a_)-SIA(1_a_)",247.764,"","",""
"8OPM","HUMAN CORONAVIRUS HKU1 SPIKE GLYCOPROTEIN IN COMPLEX WITH AN ALPHA2,8- LINKED 9-O-ACETYLATED DISIALOSIDE (CLOSED STATE)","",3.7,"1.15243e-41","8opm_oligo66","DNeup5Aca2-8DNeup5Aca2-ROH","5N6(2_m_)-SIA(1_m_)",242.762,"","",""
"8OPN","HUMAN CORONAVIRUS HKU1 SPIKE GLYCOPROTEIN IN COMPLEX WITH AN ALPHA2,8- LINKED 9-O-ACETYLATED DISIALOSIDE (1-UP STATE)","",4.7,"1.15243e-41","8opn_oligo31","DNeup5Aca2-8DNeup5Aca2-ROH","5N6(2_H_)-SIA(1_H_)",469.545,"","",""
"8OPN","HUMAN CORONAVIRUS HKU1 SPIKE GLYCOPROTEIN IN COMPLEX WITH AN ALPHA2,8- LINKED 9-O-ACETYLATED DISIALOSIDE (1-UP STATE)","",4.7,"1.15243e-41","8opn_oligo32","DNeup5Aca2-8DNeup5Aca2-ROH","5N6(2_I_)-SIA(1_I_)",519.365,"","",""
"8OPN","HUMAN CORONAVIRUS HKU1 SPIKE GLYCOPROTEIN IN COMPLEX WITH AN ALPHA2,8- LINKED 9-O-ACETYLATED DISIALOSIDE (1-UP STATE)","",4.7,"1.15243e-41","8opn_oligo33","DNeup5Aca2-8DNeup5Aca2-ROH","5N6(2_J_)-SIA(1_J_)",484.822,"","",""
"8OPO","HUMAN CORONAVIRUS HKU1 SPIKE GLYCOPROTEIN IN COMPLEX WITH AN ALPHA2,8- LINKED 9-O-ACETYLATED DISIALOSIDE (3-UP STATE)","",3.6,"1.15243e-41","8opo_oligo44","DNeup5Aca2-8DNeup5Aca2-ROH","5N6(2_N_)-SIA(1_N_)",104.331,"","",""
"8OPO","HUMAN CORONAVIRUS HKU1 SPIKE GLYCOPROTEIN IN COMPLEX WITH AN ALPHA2,8- LINKED 9-O-ACETYLATED DISIALOSIDE (3-UP STATE)","",3.6,"1.15243e-41","8opo_oligo43","DNeup5Aca2-8DNeup5Aca2-ROH","5N6(2_M_)-SIA(1_M_)",97.5477,"","",""
"8OPO","HUMAN CORONAVIRUS HKU1 SPIKE GLYCOPROTEIN IN COMPLEX WITH AN ALPHA2,8- LINKED 9-O-ACETYLATED DISIALOSIDE (3-UP STATE)","",3.6,"1.15243e-41","8opo_oligo45","DNeup5Aca2-8DNeup5Aca2-ROH","5N6(2_O_)-SIA(1_O_)",94.6723,"","",""
