pdb,glycam name,glycan,phi site,psi site,phi,psi,B factor(Avg),BFMP ring shape
3fus.pdb,DManpb1-2DManpa1-2DManpb1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(7_I_)-[BMA(6_I_)-MAN(5_I_)-BMA(4_I_)]-BMA(3_I_)-NAG(2_I_)-NAG(1_I_)-ASN(459_A_),I MAN 5 C2 C1 BMA 4 O2 C2,I MAN 5 C1 BMA 4 O2 C2 C3,207.039,25.5162,"(['MAN(5_I_)', 'BMA(4_I_)'], [143.19, 143.45])","(['5.I', '4.I'], ['4C1', '-'])"
7fe2.pdb,DManpa1-2DManpb1-ROH,MAN(2_F_)-BMA(1_F_),F MAN 2 C2 C1 BMA 1 O2 C2,F MAN 2 C1 BMA 1 O2 C2 C3,193.043,124.176,"(['MAN(2_F_)', 'BMA(1_F_)'], [39.07, 37.88])","(['2.F', '1.F'], ['4H5', '4C1'])"
7fe2.pdb,DManpa1-2DManpb1-ROH,MAN(2_G_)-BMA(1_G_),G MAN 2 C2 C1 BMA 1 O2 C2,G MAN 2 C1 BMA 1 O2 C2 C3,186.112,108.201,"(['MAN(2_G_)', 'BMA(1_G_)'], [38.62, 38.0])","(['2.G', '1.G'], ['-', '4C1'])"
7fe2.pdb,DManpa1-2DManpb1-ROH,MAN(2_E_)-BMA(1_E_),E MAN 2 C2 C1 BMA 1 O2 C2,E MAN 2 C1 BMA 1 O2 C2 C3,192.863,119.597,"(['MAN(2_E_)', 'BMA(1_E_)'], [34.96, 35.3])","(['2.E', '1.E'], ['Oh5', '4C1'])"
7fe2.pdb,DManpa1-2DManpb1-ROH,MAN(2_H_)-BMA(1_H_),H MAN 2 C2 C1 BMA 1 O2 C2,H MAN 2 C1 BMA 1 O2 C2 C3,192.351,98.7598,"(['MAN(2_H_)', 'BMA(1_H_)'], [46.09, 46.0])","(['2.H', '1.H'], ['-', '4C1'])"
6jbs.pdb,DManpa1-2DManpb1-3[DManpa1-3DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(7_F_)-MAN(6_F_)-[MAN(5_F_)-BMA(4_F_)]-BMA(3_F_)-NAG(2_F_)-NAG(1_F_)-ASN(272_A_),F MAN 5 C2 C1 BMA 4 O2 C2,F MAN 5 C1 BMA 4 O2 C2 C3,226.451,92.8268,"(['MAN(5_F_)', 'BMA(4_F_)'], [75.7, 66.67])","(['5.F', '4.F'], ['4C1', '-'])"
7f95.pdb,DManpa1-2DManpb1-6[DManpa1-3]DManpa1-6DManp[3<R1>]b1-4DGlcpNAcb1-ROH,MAN(6_G_)-BMA(5_G_)-[MAN(7_G_)]-MAN(4_G_)-BMA(3_G_)-NAG(2_G_),G MAN 6 C2 C1 BMA 5 O2 C2,G MAN 6 C1 BMA 5 O2 C2 C3,143.245,95.0261,"(['MAN(6_G_)', 'BMA(5_G_)'], [103.09, 68.68])","(['6.G', '5.G'], ['-', '4C1'])"
7f95.pdb,DManpa1-2DManpb1-6[DManpa1-3]DManpa1-6[DManpa1-2DManpa1-3]DManpb1-4DGlcpNAcb1-ROH,MAN(5_E_)-BMA(4_E_)-[MAN(6_E_)]-MAN(3_E_)-[MAN(8_E_)-MAN(7_E_)]-BMA(2_E_)-NAG(1_E_),E MAN 5 C2 C1 BMA 4 O2 C2,E MAN 5 C1 BMA 4 O2 C2 C3,100.947,102.552,"(['MAN(5_E_)', 'BMA(4_E_)'], [92.94, 76.76])","(['5.E', '4.E'], ['-', '-'])"
1h4p.pdb,DManpb1-2DManpa1-3[DManpa1-2DManpb1-6]DManpa1-6[DManpb1-2DManpb1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(8_C_)-BMA(7_C_)-[BMA(6_C_)-MAN(5_C_)]-MAN(4_C_)-[BMA(10_C_)-BMA(9_C_)]-BMA(3_C_)-NAG(2_C_)-NAG(1_C_)-ASN(165_A_),C MAN 8 C2 C1 BMA 7 O2 C2,C MAN 8 C1 BMA 7 O2 C2 C3,207.17,94.5645,"(['MAN(8_C_)', 'BMA(7_C_)'], [96.47, 94.4])","(['8.C', '7.C'], ['4C1', '4C1'])"
2r7e.pdb,DManpa1-2DManpb1-3[DManpa1-6DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(7_E_)-MAN(6_E_)-[MAN(5_E_)-BMA(4_E_)]-BMA(3_E_)-NAG(2_E_)-NAG(1_E_)-ASN(2118_B_),E MAN 5 C2 C1 BMA 4 O2 C2,E MAN 5 C1 BMA 4 O2 C2 C3,216.803,253.90800000000002,"(['MAN(5_E_)', 'BMA(4_E_)'], [104.29, 145.97])","(['5.E', '4.E'], ['4C1', '4C1'])"
8brn.pdb,DManpa1-2DManpb1-4DGlcpNAcb1-4[LFucpa1-3]DGlcpNAcb1-ASN,MAN(4_L_)-BMA(3_L_)-NAG(2_L_)-[FUC(5_L_)]-NAG(1_L_)-ASN(396_B_),L MAN 4 C2 C1 BMA 3 O2 C2,L MAN 4 C1 BMA 3 O2 C2 C3,99.9924,113.452,"(['MAN(4_L_)', 'BMA(3_L_)'], [53.49, 47.13])","(['4.L', '3.L'], ['-', '4C1'])"
8brn.pdb,DManpa1-2[DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-3]DGlcpNAcb1-ASN,MAN(5_F_)-[MAN(4_F_)]-BMA(3_F_)-NAG(2_F_)-[FUC(6_F_)]-NAG(1_F_)-ASN(81_A_),F MAN 4 C2 C1 BMA 3 O2 C2,F MAN 4 C1 BMA 3 O2 C2 C3,252.392,302.587,"(['MAN(4_F_)', 'BMA(3_F_)'], [48.71, 51.9])","(['4.F', '3.F'], ['-', '-'])"
7ey2.pdb,DManpa1-2DManpb1-3[DManpa1-3DManpa1-6]DManpb1-4DGlcpNAcb1-ROH,MAN(7_H_)-MAN(6_H_)-[MAN(5_H_)-BMA(4_H_)]-BMA(3_H_)-NAG(2_H_),H MAN 5 C2 C1 BMA 4 O2 C2,H MAN 5 C1 BMA 4 O2 C2 C3,218.434,71.7168,"(['MAN(5_H_)', 'BMA(4_H_)'], [53.47, 49.56])","(['5.H', '4.H'], ['4C1', '-'])"
7ey2.pdb,DManpa1-2DManpb1-3DManpb1-4DGlcpNAcb1-ROH,MAN(5_K_)-BMA(4_K_)-BMA(3_K_)-NAG(2_K_),K MAN 5 C2 C1 BMA 4 O2 C2,K MAN 5 C1 BMA 4 O2 C2 C3,231.013,84.8313,"(['MAN(5_K_)', 'BMA(4_K_)'], [63.04, 46.01])","(['5.K', '4.K'], ['4C1', '-'])"
7ey2.pdb,DManpa1-2DManpb1-3[DManpa1-3DManpa1-6]DManpb1-4DGlcpNAcb1-ROH,MAN(7_N_)-MAN(6_N_)-[MAN(5_N_)-BMA(4_N_)]-BMA(3_N_)-NAG(2_N_),N MAN 5 C2 C1 BMA 4 O2 C2,N MAN 5 C1 BMA 4 O2 C2 C3,221.751,74.3485,"(['MAN(5_N_)', 'BMA(4_N_)'], [53.98, 54.02])","(['5.N', '4.N'], ['4C1', '-'])"
7ey2.pdb,DManpa1-2DManpb1-3[DManpa1-3DManpa1-6]DManpb1-4DGlcpNAcb1-ROH,MAN(7_T_)-MAN(6_T_)-[MAN(5_T_)-BMA(4_T_)]-BMA(3_T_)-NAG(2_T_),T MAN 5 C2 C1 BMA 4 O2 C2,T MAN 5 C1 BMA 4 O2 C2 C3,224.946,92.0259,"(['MAN(5_T_)', 'BMA(4_T_)'], [62.56, 46.94])","(['5.T', '4.T'], ['-', '-'])"
7ey2.pdb,DManpa1-2DManpb1-3[DManpa1-3DManpa1-6]DManpb1-4DGlcpNAcb1-ROH,MAN(6_Q_)-MAN(5_Q_)-[MAN(4_Q_)-BMA(3_Q_)]-BMA(2_Q_)-NAG(1_Q_),Q MAN 4 C2 C1 BMA 3 O2 C2,Q MAN 4 C1 BMA 3 O2 C2 C3,218.105,79.1126,"(['MAN(4_Q_)', 'BMA(3_Q_)'], [51.3, 51.31])","(['4.Q', '3.Q'], ['4C1', '-'])"
7ey2.pdb,DManpa1-2DManpb1-3[DManpa1-3DManpa1-6]DManpb1-4DGlcpNAcb1-ROH,MAN(7_W_)-MAN(6_W_)-[MAN(5_W_)-BMA(4_W_)]-BMA(3_W_)-NAG(2_W_),W MAN 5 C2 C1 BMA 4 O2 C2,W MAN 5 C1 BMA 4 O2 C2 C3,226.443,91.0306,"(['MAN(5_W_)', 'BMA(4_W_)'], [58.02, 48.58])","(['5.W', '4.W'], ['-', '-'])"
5evm.pdb,DManpa1-2[DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(5_G_)-[MAN(4_G_)]-BMA(3_G_)-NAG(2_G_)-NAG(1_G_)-ASN(414_A_),G MAN 4 C2 C1 BMA 3 O2 C2,G MAN 4 C1 BMA 3 O2 C2 C3,219.567,307.2853,"(['MAN(4_G_)', 'BMA(3_G_)'], [177.64, 177.55])","(['4.G', '3.G'], ['OS2', '-'])"
4uoj.pdb,DManpa1-2DManpa1-2DManpb1-3[DManpa1-2DManpa1-3[DManpa1-2DManpa1-6]DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(11_F_)-MAN(10_F_)-[MAN(9_F_)-MAN(8_F_)]-MAN(7_F_)-[MAN(6_F_)-MAN(5_F_)-BMA(4_F_)]-BMA(3_F_)-NAG(2_F_)-NAG(1_F_)-ASN(255_A_),F MAN 5 C2 C1 BMA 4 O2 C2,F MAN 5 C1 BMA 4 O2 C2 C3,222.022,92.1558,"(['MAN(5_F_)', 'BMA(4_F_)'], [50.09, 47.37])","(['5.F', '4.F'], ['4C1', '4C1'])"
4uoj.pdb,DManpa1-2DManpa1-2DManpb1-3[DManpa1-2DManpa1-3[DManpa1-2DManpa1-6]DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(11_K_)-MAN(10_K_)-[MAN(9_K_)-MAN(8_K_)]-MAN(7_K_)-[MAN(6_K_)-MAN(5_K_)-BMA(4_K_)]-BMA(3_K_)-NAG(2_K_)-NAG(1_K_)-ASN(255_B_),K MAN 5 C2 C1 BMA 4 O2 C2,K MAN 5 C1 BMA 4 O2 C2 C3,219.889,91.0268,"(['MAN(5_K_)', 'BMA(4_K_)'], [49.73, 47.86])","(['5.K', '4.K'], ['4C1', '4C1'])"
