pdb,glycam name,glycan,phi site,psi site,phi,psi,B factor(Avg),BFMP ring shape
1zpu.pdb,DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(5_k_)-[MAN(4_k_)]-BMA(3_k_)-NAG(2_k_)-NAG(1_k_)-ASN(77_F_),k MAN 5 C2 C1 BMA 3 O6 C6,k MAN 5 C1 BMA 3 O6 C6 C5,124.409,219.023,"(['MAN(5_k_)', 'BMA(3_k_)'], [68.95, 67.53])","(['5.k', '3.k'], ['-', '-'])"
1zpu.pdb,DManpa1-3DManpa1-6[DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(5_Z_)-MAN(4_Z_)-[MAN(6_Z_)]-BMA(3_Z_)-NAG(2_Z_)-NAG(1_Z_)-ASN(198_D_),Z MAN 4 C2 C1 BMA 3 O6 C6,Z MAN 4 C1 BMA 3 O6 C6 C5,212.654,160.746,"(['MAN(4_Z_)', 'BMA(3_Z_)'], [68.87, 72.66])","(['4.Z', '3.Z'], ['4C1', '4C1'])"
1zpu.pdb,DManpa1-3DManpa1-6[DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(5_N_)-MAN(4_N_)-[MAN(6_N_)]-BMA(3_N_)-NAG(2_N_)-NAG(1_N_)-ASN(198_B_),N MAN 4 C2 C1 BMA 3 O6 C6,N MAN 4 C1 BMA 3 O6 C6 C5,200.25,163.201,"(['MAN(4_N_)', 'BMA(3_N_)'], [77.49, 86.3])","(['4.N', '3.N'], ['-', '4C1'])"
1zpu.pdb,DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(5_i_)-[MAN(4_i_)]-BMA(3_i_)-NAG(2_i_)-NAG(1_i_)-ASN(194_F_),i MAN 5 C2 C1 BMA 3 O6 C6,i MAN 5 C1 BMA 3 O6 C6 C5,237.70600000000002,218.04,"(['MAN(5_i_)', 'BMA(3_i_)'], [84.3, 78.6])","(['5.i', '3.i'], ['-', '4C1'])"
1zpu.pdb,DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(5_Y_)-[MAN(4_Y_)]-BMA(3_Y_)-NAG(2_Y_)-NAG(1_Y_)-ASN(194_D_),Y MAN 5 C2 C1 BMA 3 O6 C6,Y MAN 5 C1 BMA 3 O6 C6 C5,261.02819999999997,259.335,"(['MAN(5_Y_)', 'BMA(3_Y_)'], [78.3, 76.57])","(['5.Y', '3.Y'], ['14B', '4C1'])"
1zpu.pdb,DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(5_U_)-[MAN(4_U_)]-BMA(3_U_)-NAG(2_U_)-NAG(1_U_)-ASN(77_C_),U MAN 5 C2 C1 BMA 3 O6 C6,U MAN 5 C1 BMA 3 O6 C6 C5,240.99,146.805,"(['MAN(5_U_)', 'BMA(3_U_)'], [90.35, 84.36])","(['5.U', '3.U'], ['-', '4C1'])"
1zpu.pdb,DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(5_J_)-[MAN(4_J_)]-BMA(3_J_)-NAG(2_J_)-NAG(1_J_)-ASN(77_A_),J MAN 5 C2 C1 BMA 3 O6 C6,J MAN 5 C1 BMA 3 O6 C6 C5,230.58,138.705,"(['MAN(5_J_)', 'BMA(3_J_)'], [78.77, 74.76])","(['5.J', '3.J'], ['4C1', '4C1'])"
1zpu.pdb,DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAca1-ASN,MAN(5_a_)-[MAN(4_a_)]-BMA(3_a_)-NAG(2_a_)-NAG(1_a_)-ASN(77_D_),a MAN 5 C2 C1 BMA 3 O6 C6,a MAN 5 C1 BMA 3 O6 C6 C5,221.27,151.884,"(['MAN(5_a_)', 'BMA(3_a_)'], [82.92, 79.09])","(['5.a', '3.a'], ['-', '4C1'])"
5mgd.pdb,DManpa1-2DManpa1-2DManpa1-3[DManpa1-3DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(8_B_)-MAN(7_B_)-[MAN(6_B_)-MAN(5_B_)-MAN(4_B_)]-BMA(3_B_)-NAG(2_B_)-NAG(1_B_)-ASN(373_A_),B MAN 7 C2 C1 BMA 3 O6 C6,B MAN 7 C1 BMA 3 O6 C6 C5,202.543,96.2361,"(['MAN(7_B_)', 'BMA(3_B_)'], [62.16, 36.01])","(['7.B', '3.B'], ['-', '4C1'])"
5mgd.pdb,DManpa1-2DManpa1-2DManpa1-3[DManpa1-2DManpa1-6[DManpa1-3]DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(9_C_)-MAN(8_C_)-[MAN(10_C_)]-MAN(7_C_)-[MAN(6_C_)-MAN(5_C_)-MAN(4_C_)]-BMA(3_C_)-NAG(2_C_)-NAG(1_C_)-ASN(622_A_),C MAN 7 C2 C1 BMA 3 O6 C6,C MAN 7 C1 BMA 3 O6 C6 C5,201.951,90.0266,"(['MAN(7_C_)', 'BMA(3_C_)'], [33.61, 30.56])","(['7.C', '3.C'], ['4C1', '4C1'])"
7kex.pdb,DManpa1-6DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(4_N_)-BMA(3_N_)-NAG(2_N_)-NAG(1_N_)-ASN(563_D_),N MAN 4 C2 C1 BMA 3 O6 C6,N MAN 4 C1 BMA 3 O6 C6 C5,271.3654,171.696,"(['MAN(4_N_)', 'BMA(3_N_)'], [246.37, 234.94])","(['4.N', '3.N'], ['4C1', '4C1'])"
7kex.pdb,DManpa1-6DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(4_P_)-BMA(3_P_)-NAG(2_P_)-NAG(1_P_)-ASN(563_E_),P MAN 4 C2 C1 BMA 3 O6 C6,P MAN 4 C1 BMA 3 O6 C6 C5,271.4046,171.671,"(['MAN(4_P_)', 'BMA(3_P_)'], [246.37, 234.94])","(['4.P', '3.P'], ['4C1', '4C1'])"
7kex.pdb,DManpa1-6DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(4_R_)-BMA(3_R_)-NAG(2_R_)-NAG(1_R_)-ASN(563_F_),R MAN 4 C2 C1 BMA 3 O6 C6,R MAN 4 C1 BMA 3 O6 C6 C5,271.41610000000003,171.705,"(['MAN(4_R_)', 'BMA(3_R_)'], [246.37, 234.94])","(['4.R', '3.R'], ['4C1', '4C1'])"
7ujk.pdb,DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(5_G_)-[MAN(4_G_)]-BMA(3_G_)-NAG(2_G_)-NAG(1_G_)-ASN(320_B_),G MAN 5 C2 C1 BMA 3 O6 C6,G MAN 5 C1 BMA 3 O6 C6 C5,251.625,134.228,"(['MAN(5_G_)', 'BMA(3_G_)'], [75.24, 70.74])","(['5.G', '3.G'], ['4C1', '4C1'])"
3bwh.pdb,DXylpb1-2[DManpa1-3][DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcx1-,MAN(6_B_)-[MAN(5_B_)]-[XYP(4_B_)]-BMA(3_B_)-NAG(2_B_)-NAG(1_B_),B MAN 6 C2 C1 BMA 3 O6 C6,B MAN 6 C1 BMA 3 O6 C6 C5,183.237,169.008,"(['MAN(6_B_)', 'BMA(3_B_)'], [23.56, 87.26])","(['6.B', '3.B'], ['4C1', '4C1'])"
7qu1.pdb,DManpa1-2DManpa1-6[DManpa1-3]DManpa1-6[DManpa1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(6_D_)-MAN(5_D_)-[MAN(7_D_)]-MAN(4_D_)-[MAN(9_D_)-MAN(8_D_)]-BMA(3_D_)-NAG(2_D_)-NAG(1_D_)-ASN(178_C_),D MAN 4 C2 C1 BMA 3 O6 C6,D MAN 4 C1 BMA 3 O6 C6 C5,184.828,189.86,"(['MAN(4_D_)', 'BMA(3_D_)'], [81.47, 67.04])","(['4.D', '3.D'], ['4C1', '4C1'])"
3h9y.pdb,DManpa1-6DManpa1-6[DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(5_C_)-MAN(4_C_)-[MAN(6_C_)]-BMA(3_C_)-NAG(2_C_)-NAG(1_C_)-ASN(394_A_),C MAN 4 C2 C1 BMA 3 O6 C6,C MAN 4 C1 BMA 3 O6 C6 C5,181.109,88.7703,"(['MAN(4_C_)', 'BMA(3_C_)'], [87.84, 86.65])","(['4.C', '3.C'], ['4C1', '4C1'])"
3h9y.pdb,DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(5_F_)-[MAN(4_F_)]-BMA(3_F_)-NAG(2_F_)-NAG(1_F_)-ASN(394_E_),F MAN 5 C2 C1 BMA 3 O6 C6,F MAN 5 C1 BMA 3 O6 C6 C5,335.6574,255.672,"(['MAN(5_F_)', 'BMA(3_F_)'], [81.86, 77.9])","(['5.F', '3.F'], ['4C1', '4C1'])"
3h9y.pdb,DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(5_D_)-[MAN(4_D_)]-BMA(3_D_)-NAG(2_D_)-NAG(1_D_)-ASN(394_B_),D MAN 5 C2 C1 BMA 3 O6 C6,D MAN 5 C1 BMA 3 O6 C6 C5,260.7405,201.131,"(['MAN(5_D_)', 'BMA(3_D_)'], [84.11, 79.64])","(['5.D', '3.D'], ['4C1', '4C1'])"
3t6q.pdb,DManpa1-2DManpa1-6[DManpa1-3]DManpa1-6[DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(6_H_)-MAN(5_H_)-[MAN(7_H_)]-MAN(4_H_)-[MAN(8_H_)]-BMA(3_H_)-NAG(2_H_)-NAG(1_H_)-ASN(402_B_),H MAN 4 C2 C1 BMA 3 O6 C6,H MAN 4 C1 BMA 3 O6 C6 C5,265.0473,179.269,"(['MAN(4_H_)', 'BMA(3_H_)'], [29.76, 31.25])","(['4.H', '3.H'], ['4C1', '4C1'])"
3t6q.pdb,DManpa1-2DManpa1-3[DManpa1-2DManpa1-6]DManpa1-6[DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(8_E_)-MAN(7_E_)-[MAN(6_E_)-MAN(5_E_)]-MAN(4_E_)-[MAN(9_E_)]-BMA(3_E_)-NAG(2_E_)-NAG(1_E_)-ASN(402_A_),E MAN 4 C2 C1 BMA 3 O6 C6,E MAN 4 C1 BMA 3 O6 C6 C5,273.3662,174.185,"(['MAN(4_E_)', 'BMA(3_E_)'], [20.92, 24.26])","(['4.E', '3.E'], ['4C1', '4C1'])"
6bkm.pdb,DManpa1-6DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(4_J_)-BMA(3_J_)-NAG(2_J_)-NAG(1_J_)-ASN(165_C_),J MAN 4 C2 C1 BMA 3 O6 C6,J MAN 4 C1 BMA 3 O6 C6 C5,56.2272,155.051,"(['MAN(4_J_)', 'BMA(3_J_)'], [82.86, 62.56])","(['4.J', '3.J'], ['4C1', '-'])"
5ubx.pdb,DGlcpNAcb1-2DManpa1-3[DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcx1-,NAG(6_C_)-MAN(5_C_)-[NAG(4_C_)-MAN(3_C_)]-BMA(2_C_)-NAG(1_C_),C MAN 5 C2 C1 BMA 2 O6 C6,C MAN 5 C1 BMA 2 O6 C6 C5,201.332,176.761,"(['MAN(5_C_)', 'BMA(2_C_)'], [135.97, 128.77])","(['5.C', '2.C'], ['4C1', '4C1'])"
5ubx.pdb,DGlcpNAcb1-2DManpa1-3[DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(8_D_)-[NAG(7_D_)-MAN(6_D_)-[NAG(5_D_)-MAN(4_D_)]-BMA(3_D_)-NAG(2_D_)]-NAG(1_D_)-ASN(297_B_),D MAN 6 C2 C1 BMA 3 O6 C6,D MAN 6 C1 BMA 3 O6 C6 C5,198.749,186.73,"(['MAN(6_D_)', 'BMA(3_D_)'], [69.01, 80.24])","(['6.D', '3.D'], ['4C1', '4C1'])"
6yge.pdb,DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(6_C_)-[MAN(5_C_)-[MAN(4_C_)]-BMA(3_C_)-NAG(2_C_)]-NAG(1_C_)-ASN(118_B_),C MAN 5 C2 C1 BMA 3 O6 C6,C MAN 5 C1 BMA 3 O6 C6 C5,187.67,181.704,"(['MAN(5_C_)', 'BMA(3_C_)'], [63.97, 62.5])","(['5.C', '3.C'], ['4C1', '4C1'])"
6ytb.pdb,DGalpb1-4DGlcpNAcb1-2DManpa1-6[DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(8_C_)-[GAL(6_C_)-NAG(5_C_)-MAN(4_C_)-[MAN(7_C_)]-BMA(3_C_)-NAG(2_C_)]-NAG(1_C_)-ASN(297_A_),C MAN 4 C2 C1 BMA 3 O6 C6,C MAN 4 C1 BMA 3 O6 C6 C5,197.528,161.748,"(['MAN(4_C_)', 'BMA(3_C_)'], [50.72, 53.92])","(['4.C', '3.C'], ['4C1', '4C1'])"
6ytb.pdb,DGalpb1-4DGlcpNAcb1-2DManpa1-6[DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(8_D_)-[GAL(6_D_)-NAG(5_D_)-MAN(4_D_)-[MAN(7_D_)]-BMA(3_D_)-NAG(2_D_)]-NAG(1_D_)-ASN(297_B_),D MAN 4 C2 C1 BMA 3 O6 C6,D MAN 4 C1 BMA 3 O6 C6 C5,182.943,168.561,"(['MAN(4_D_)', 'BMA(3_D_)'], [41.22, 40.12])","(['4.D', '3.D'], ['4C1', '4C1'])"
1h3x.pdb,DGlcpNAca1-2DManpa1-3[DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpb1-6]DGlcpNAcb1-ASN,FUL(8_D_)-[NAG(7_D_)-MAN(6_D_)-[NAG(5_D_)-MAN(4_D_)]-BMA(3_D_)-NAG(2_D_)]-NAG(1_D_)-ASN(297_B_),D MAN 6 C2 C1 BMA 3 O6 C6,D MAN 6 C1 BMA 3 O6 C6 C5,187.368,185.935,"(['MAN(6_D_)', 'BMA(3_D_)'], [80.07, 85.63])","(['6.D', '3.D'], ['4C1', '4C1'])"
1h3x.pdb,DGlcpNAcb1-2DManpa1-3[DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpb1-6]DGlcpNAcb1-ASN,FUL(8_C_)-[NAG(7_C_)-MAN(6_C_)-[NAG(5_C_)-MAN(4_C_)]-BMA(3_C_)-NAG(2_C_)]-NAG(1_C_)-ASN(297_A_),C MAN 6 C2 C1 BMA 3 O6 C6,C MAN 6 C1 BMA 3 O6 C6 C5,198.992,162.827,"(['MAN(6_C_)', 'BMA(3_C_)'], [47.75, 48.45])","(['6.C', '3.C'], ['4C1', '4C1'])"
2bat.pdb,DManpa1-2DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(6_C_)-[MAN(5_C_)-MAN(4_C_)]-BMA(3_C_)-NAG(2_C_)-NAG(1_C_)-ASN(200_A_),C MAN 6 C2 C1 BMA 3 O6 C6,C MAN 6 C1 BMA 3 O6 C6 C5,184.521,100.104,"(['MAN(6_C_)', 'BMA(3_C_)'], [49.74, 39.24])","(['6.C', '3.C'], ['4C1', '4C1'])"
6w16.pdb,DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(5_A_)-[MAN(4_A_)]-BMA(3_A_)-NAG(2_A_)-NAG(1_A_)-ASN(57_F_),A MAN 5 C2 C1 BMA 3 O6 C6,A MAN 5 C1 BMA 3 O6 C6 C5,175.911,104.701,"(['MAN(5_A_)', 'BMA(3_A_)'], [174.27, 150.42])","(['5.A', '3.A'], ['14B', '-'])"
6u7h.pdb,DManpa1-2DManpa1-3[DManpa1-3DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(7_N_)-MAN(6_N_)-[MAN(5_N_)-MAN(4_N_)]-BMA(3_N_)-NAG(2_N_)-NAG(1_N_)-ASN(62_C_),N MAN 6 C2 C1 BMA 3 O6 C6,N MAN 6 C1 BMA 3 O6 C6 C5,200.485,174.855,"(['MAN(6_N_)', 'BMA(3_N_)'], [139.29, 128.0])","(['6.N', '3.N'], ['4C1', '4C1'])"
6u7h.pdb,DManpa1-2DManpa1-3[DManpa1-3DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(7_I_)-MAN(6_I_)-[MAN(5_I_)-MAN(4_I_)]-BMA(3_I_)-NAG(2_I_)-NAG(1_I_)-ASN(62_B_),I MAN 6 C2 C1 BMA 3 O6 C6,I MAN 6 C1 BMA 3 O6 C6 C5,200.488,174.834,"(['MAN(6_I_)', 'BMA(3_I_)'], [139.58, 130.34])","(['6.I', '3.I'], ['4C1', '4C1'])"
6u7h.pdb,DManpa1-2DManpa1-3[DManpa1-3DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(7_D_)-MAN(6_D_)-[MAN(5_D_)-MAN(4_D_)]-BMA(3_D_)-NAG(2_D_)-NAG(1_D_)-ASN(62_A_),D MAN 6 C2 C1 BMA 3 O6 C6,D MAN 6 C1 BMA 3 O6 C6 C5,200.474,174.846,"(['MAN(6_D_)', 'BMA(3_D_)'], [137.79, 129.01])","(['6.D', '3.D'], ['4C1', '4C1'])"
7rgf.pdb,DGlcpNAcb1-2DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(7_D_)-[MAN(6_D_)-[NAG(5_D_)-MAN(4_D_)]-BMA(3_D_)-NAG(2_D_)]-NAG(1_D_)-ASN(236_B_),D MAN 6 C2 C1 BMA 3 O6 C6,D MAN 6 C1 BMA 3 O6 C6 C5,214.083,160.255,"(['MAN(6_D_)', 'BMA(3_D_)'], [117.01, 105.51])","(['6.D', '3.D'], ['4C1', '4C1'])"
7rgf.pdb,DGalpb1-4DGlcpNAcb1-2DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(8_C_)-[MAN(7_C_)-[GAL(6_C_)-NAG(5_C_)-MAN(4_C_)]-BMA(3_C_)-NAG(2_C_)]-NAG(1_C_)-ASN(236_A_),C MAN 7 C2 C1 BMA 3 O6 C6,C MAN 7 C1 BMA 3 O6 C6 C5,223.097,160.461,"(['MAN(7_C_)', 'BMA(3_C_)'], [128.73, 98.69])","(['7.C', '3.C'], ['4C1', '4C1'])"
4gtz.pdb,DManpa1-3DManpa1-6[DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(5_C_)-MAN(4_C_)-[MAN(6_C_)]-BMA(3_C_)-NAG(2_C_)-NAG(1_C_)-ASN(567_A_),C MAN 4 C2 C1 BMA 3 O6 C6,C MAN 4 C1 BMA 3 O6 C6 C5,166.496,229.549,"(['MAN(4_C_)', 'BMA(3_C_)'], [133.51, 119.82])","(['4.C', '3.C'], ['-', '4C1'])"
1w9d.pdb,DXylpb1-2[DManpa1-3][DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-3]DGlcpNAcb1-ASN,MAN(6_C_)-[MAN(5_C_)]-[XYP(4_C_)]-BMA(3_C_)-NAG(2_C_)-[FUC(7_C_)]-NAG(1_C_)-ASN(292_M_),C MAN 6 C2 C1 BMA 3 O6 C6,C MAN 6 C1 BMA 3 O6 C6 C5,184.603,166.597,"(['MAN(6_C_)', 'BMA(3_C_)'], [55.3, 46.61])","(['6.C', '3.C'], ['4C1', '4C1'])"
8esk.pdb,DManpa1-3[DManpa1-6]DManpa1-6[DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(6_I_)-[MAN(5_I_)]-MAN(4_I_)-[MAN(7_I_)]-BMA(3_I_)-NAG(2_I_)-NAG(1_I_)-ASN(141_D_),I MAN 7 C2 C1 BMA 3 O6 C6,I MAN 7 C1 BMA 3 O6 C6 C5,239.584,333.0656,"(['MAN(7_I_)', 'BMA(3_I_)'], [99.29, 80.42])","(['7.I', '3.I'], ['4C1', '4C1'])"
8esk.pdb,DManpa1-3[DManpa1-6]DManpa1-6[DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(6_I_)-[MAN(5_I_)]-MAN(4_I_)-[MAN(7_I_)]-BMA(3_I_)-NAG(2_I_)-NAG(1_I_)-ASN(141_D_),I MAN 4 C2 C1 BMA 3 O6 C6,I MAN 4 C1 BMA 3 O6 C6 C5,196.742,189.905,"(['MAN(4_I_)', 'BMA(3_I_)'], [86.61, 80.42])","(['4.I', '3.I'], ['4C1', '4C1'])"
8esk.pdb,DManpa1-6DManpa1-6DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(5_J_)-MAN(4_J_)-BMA(3_J_)-NAG(2_J_)-NAG(1_J_)-ASN(141_E_),J MAN 4 C2 C1 BMA 3 O6 C6,J MAN 4 C1 BMA 3 O6 C6 C5,198.17,186.631,"(['MAN(4_J_)', 'BMA(3_J_)'], [107.97, 108.51])","(['4.J', '3.J'], ['4C1', '4C1'])"
8esk.pdb,DManpa1-3[DManpa1-6]DManpa1-6[DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(6_F_)-[MAN(5_F_)]-MAN(4_F_)-[MAN(7_F_)]-BMA(3_F_)-NAG(2_F_)-NAG(1_F_)-ASN(141_A_),F MAN 4 C2 C1 BMA 3 O6 C6,F MAN 4 C1 BMA 3 O6 C6 C5,208.001,191.354,"(['MAN(4_F_)', 'BMA(3_F_)'], [87.65, 86.3])","(['4.F', '3.F'], ['4C1', '4C1'])"
